image_id,model,baseline_caption,grounded_caption,reference_captions
000000105432,Qwen3-VL-4B,"The image shows a large ship with a white hull and a red funnel. The ship is sailing on the water, and there are several birds flying around it. The sky is clear, and the ship appears to be moving through calm waters. The ship has multiple levels, with windows and various structures visible on its deck. The birds are scattered around the ship, some flying close to the water and others higher up in the sky. The overall scene is peaceful and serene, with the ship and birds co","The image shows a large ship with a white superstructure. The ship has multiple levels, with windows and doors visible on each level. There is a smokestack emitting smoke, and various antennas and flags are mounted on the top of the ship. In the background, a flock of birds is flying in the sky. The sky is clear with a light blue hue.",A folk of birds flying over a military ship. | Several birds flying over a boat in the water. | A very large white boat flying under a flock of birds. | Birds flying over the top of a boat. | The top of a boat and some birds flying over it.
000000276528,Qwen3-VL-4B,"The image depicts a bedroom with a bed covered in a quilt with various patterns. The bed is positioned against a wall, and there is a mirror hanging above it. The room has a window with floral curtains, allowing natural light to enter. The overall atmosphere of the room appears calm and cozy.","The image shows a bedroom with a bed covered in a quilt featuring geometric patterns. The quilt has a dark base color with lighter, rectangular sections. There are two pillows on the bed, one of which has a patterned pillowcase. Above the bed, there is a mirror with a decorative frame hanging on the wall. To the right of the bed, there is a window with floral-patterned curtains that allow light to filter into the room. The floor appears to be wooden, and the overall color",A bed sitting in a room next to a window. | A bedroom with a bedspread and a window. | Light shines through the window by the bed.  | A bed has a black bedspread on it and pillow. | an image of a clean bedroom taken during the day
000000408873,Qwen3-VL-4B,"The image depicts a zoo enclosure with three elephants. One elephant is standing near a rock wall, while the other two are further away, with one of them appearing to be in the background. The enclosure is surrounded by trees and greenery, creating a natural environment for the animals. There is also a wooden fence in the foreground, providing a barrier between the viewers and the elephants.","The image depicts an outdoor setting, likely a zoo or wildlife sanctuary, featuring three elephants. The elephants are positioned near a rocky wall and a wooden fence. The foreground shows a large elephant with its trunk extended, possibly reaching for something or interacting with its surroundings. In the background, two other elephants are visible, one of which is partially obscured by the rocky wall. The area is surrounded by greenery, including trees and bushes, and there is a mix of natural and man-made elements, such as",Three elephants are walking near rocks and boulders in the habitat.  | A group of elephants in an enclosure on a sunny day. | elephants in a habitat enclosure at the zoo | Rippavilla fence walking around in enclosure together.  | A bunch of elephants are gathered around in the outdoors near some rocks.
000000148739,Qwen3-VL-4B,"A person in a wet suit is riding a surfboard on a wave in the ocean. The wave is breaking behind the surfer, creating a splash. The surfer appears to be in control and is positioned on the front of the surfboard, facing towards the right side of the image. The background shows the ocean extending into the distance, with some structures visible in the water.","A person in a wetsuit is surfing on a wave in the ocean. The wave is breaking, creating a white foam at the crest. The surfer is positioned on the front of the wave, riding it with balance. The water is a mix of green and blue hues, indicating the depth and clarity of the ocean. In the background, there are some structures that appear to be part of a pier or jetty.",A person in a wet suit on a surfboard | A person in a wetsuit riding a wave on a surfboard. | Woman in black body suit surfing on a small wave. | The person in the bodysuit is surfing a wave. | a person riding a surf board on a wave
000000427091,Qwen3-VL-4B,"The image depicts a busy city street with several cars, including a prominent yellow taxi. There are people walking on the sidewalk, and the street is filled with traffic lights and various vehicles. The scene appears to be in a bustling urban area, possibly in a downtown or commercial district.","The image depicts a busy urban street scene with several vehicles, including taxis and other cars. A prominent yellow taxi is in the foreground, with its license plate and taxi number clearly visible. The street is lined with buildings, and there are various traffic lights and street signs visible. Pedestrians are walking on the sidewalk, and the overall atmosphere suggests a bustling city environment.",City traffic and pedestrians are headed in multiple directions on the street. | A city street busy with many cars driving as well as pedestrians | People in a city cross in front of traffic.  | Traffic in New York City during the day.  | Cars stopped on a busy street while pedestrians cross.
000000002923,Qwen3-VL-4B,"The image depicts a coastal scene with a grassy area in the foreground and a marina in the background. There are several boats docked in the marina, and a few birds are visible in the sky and on the ground. The sky is partly cloudy, and the overall atmosphere appears calm and serene.","The image depicts a coastal scene with a grassy marshland in the foreground. In the background, there are several boats docked in a harbor. The sky is partly cloudy with a mix of blue and white clouds. There are two birds visible in the marshland, one near the center and another towards the left side of the image. The boats appear to be fishing vessels, and the harbor is surrounded by a body of water. The overall scene suggests a calm and serene coastal environment.",A marsh area with egrets and shrimp boats | An overcast day at dock with sea birds resting in the nearby marsh.  | A couple of birds that are walking in a field. | ships in the distance behind a grassy marsh with egrets | Several ships in the distance behind a grassy marsh with egrets | A couple of birds walk through a field of tall grass near a sail boat harbor.
000000247477,Qwen3-VL-4B,"The image depicts a living room with a brown leather couch. On the couch, there is a person lying down, seemingly asleep or resting. The person is wearing a gray shirt and dark pants. The couch is positioned against a wooden-paneled wall, and there is a small table next to the couch with some items on it. The room has a cozy and relaxed atmosphere, with a clock on the wall and a door in the background. The overall scene suggests a comfortable and intimate space for relaxation or","A person is lying on a brown leather couch in a room with wooden paneling on the walls. The room has a white door in the background, a small table with a few items on it, and a clock on the wall. The floor is carpeted, and there are some scattered items on the couch, including a newspaper.",Person lying on brown leather couch in sparsely fille room. | The woman is laying down sleeping on the couch.  | A woman lying down on a couch with newspapers near her feet. | a person laying down on a brown coach | A girl asleep on a couch in a wood paneled room
000000471179,Qwen3-VL-4B,"The image shows a group of black cows standing in a grassy field behind a wire fence. The cows are facing the camera, and there are mountains in the background. The scene appears to be a typical rural setting, with the cows grazing and the fence providing a boundary for the pasture.","The image shows a group of black cows standing in a grassy field behind a wire fence. The cows are facing the camera, and each cow has a small, colored tag attached to its ear. The background features a landscape with rolling hills and a clear sky. The cows appear to be in a rural setting, possibly a farm or a ranch.",A herd of black cattle standing next to each other. | A group of cows behind a metal wire fence. | A herd of black cows all standing together at the fence.  | several cows with ear tags standing in front of a fence | A herd of cattle standing by a fence in a field.
000000168031,Qwen3-VL-4B,"In the image, there are two cats. One cat is lying down on the floor, while the other cat is standing and looking at the first cat. The standing cat appears to be observing the other cat, possibly curious or interested in what it is doing. The scene takes place in a room with a carpeted floor, and there are some furniture items and a kitchen area in the background.","Two cats are present in the image. One cat is lying down on the floor, with its body stretched out and its head lowered towards the ground. The other cat is standing, facing the first cat, with its body upright and its head raised. Both cats appear to be in a domestic setting, possibly a kitchen or dining area, as indicated by the visible furniture and cabinetry in the background. The floor is covered with a carpet or rug.",A ca teating green stuff off the floor | A cat eating some grass as another looks on intently. | Two grey and white cats in a kitchen area. | two multi colored cats playing with a leaf on the floor. | Two young cats eat catnip off of the carpet.
000000477974,Qwen3-VL-4B,"The image shows a large, distorted stop sign in the foreground, with a couple walking in the background. The stop sign appears to be bent and misshapen, creating an unusual and humorous effect. The couple is walking on a street, and the background features buildings and a stone wall. The sky is clear with some clouds, and the overall scene has a casual, everyday feel.","The image shows a large, distorted stop sign that appears to be bent or deformed. The sign is red with white letters spelling ""STOP."" The background includes a street with a few people walking, a building with a pinkish facade, and some trees and street lamps. The sky is partly cloudy with a mix of blue and white clouds.","2 people take a stroll, as a stop sign looms in the foreground. | A stop sign in front of some people on the street. | a close up of a street sign with people walking near by | The stop sign is displayed for all to see.  | A red stop sign sitting on the side of a road."
000000100138,Qwen3-VL-4B,The image shows a black motorcycle parked on a paved surface. The motorcycle has a sleek design with a transparent front fairing and two mirrors on either side. The background features a green hedge and some rocks. The motorcycle appears to be in good condition and is positioned in a way that highlights its front and side profile.,"The image shows a black motorcycle parked on a paved surface. The motorcycle has a sleek design with a transparent front fairing, two mirrors on either side, and two headlights. The front wheel is visible, and the motorcycle is supported by a kickstand. In the background, there is a green hedge and some rocks. The setting appears to be outdoors, possibly in a garden or a similar environment.",A black motorcycle parked in front of trees. | A black motorcycle in front of some shrubs.  | A motorcycle with no rider is parked by the grass. | The black motorcycle is parked on the asphalt.  | A black motorcycle sitting on the pavement in front of a bush. 
000000281028,Qwen3-VL-4B,"The image shows the interior of a train or bus, with two rows of seats visible. The seats are upholstered in blue fabric and have armrests and cup holders. The window in front of the seats provides a view of the exterior, showing a train or bus on the tracks. The interior appears to be well-maintained and clean, with a modern design.","The image shows the interior of a train compartment. There are two rows of seats, each with a small table in front of them. The seats are upholstered in blue fabric and have armrests. The compartment has large windows with black curtains on either side. Through the windows, another train can be seen outside, indicating that the train is in motion. The interior lighting is on, and there is a small tray on the table in front of the seat in the foreground. The overall setting suggests",A train filled with lots of sets next to windows. | A picture through a train window of another train. | A scene shows the inside of a bus with seats. | The train car is stopped and it is empty.  | An empty train is sitting in a train station.
000000477955,Qwen3-VL-4B,"The image shows a person on a beach holding a kite, preparing to go kiteboarding. The person is wearing a wetsuit and is standing on the sand near the water. The sky is clear and blue, and the ocean waves are visible in the background.","A person in a wetsuit is standing on a sandy beach, holding onto a handle connected to a parasail. The parasail is in the air, tethered to the person. The sky is clear and blue, and the ocean is visible in the background with small waves.","a para sailor launching his sail at the beach. | A female kite surfer hoping a kite and a surfboard. | A person who is standing on the beach and flying a kite. | A man is standing on the beach with a surfboard, flying a kite. | A woman flying a kite over a sandy beach."
000000573928,Qwen3-VL-4B,"The image shows a group of cows in a grassy field. There are at least four cows visible, with one brown cow and one white cow in the foreground. The other cows are in the background, grazing and standing in the field. The scene appears to be a typical pastoral setting with cows enjoying their time in the open space.","The image shows two cows in a grassy field. One cow is brown and the other is white. The brown cow is on the left side of the image, and the white cow is on the right. They appear to be interacting with each other, possibly nuzzling or sniffing. In the background, there are other cows and some trees, indicating that this is a pastoral setting. The grass is green, suggesting it is likely spring or summer.",A couple of cows standing on a field next to each other. | Cows eating grass in the outdoors with each other. | A brown cow and a white cow standing together away from the other cows. | Cows standing nose to nose in a field of grass | A brown cow and a white car are in a pasture.
000000187235,Qwen3-VL-4B,"The image depicts a serene coastal scene with a calm body of water. In the foreground, there is a small boat with a motor attached, floating peacefully on the water. Further out in the distance, another boat can be seen sailing on the water. The sky is clear, and the overall atmosphere appears calm and tranquil. The shoreline is visible in the background, with some rocks and seaweed scattered along the edge.","The image depicts a serene coastal scene with calm waters. In the foreground, there is a small boat with a motor attached, floating on the water. The boat is positioned near the shore, which is covered with dark, wet seaweed or algae. In the middle ground, there is another boat with a sail, which appears to be further out in the water. The background features a distant shoreline with industrial structures, including smokestacks, and a clear sky above. The overall atmosphere of the image",A small boat unattended in a bay near a sailboat. | a small boat sitting in the lake with a sail boat in the background | an unmanned boat floating in a blue lake | A boat with no one in it is on the water. | A boat in the water off the shore with a sailboat in the distance 
000000351823,Qwen3-VL-4B,"The image shows a person playing tennis on a court. The person is wearing a blue and white sports outfit, a red cap, and sunglasses. They are holding a tennis racket and appear to be in the middle of a game or practice session. The court is surrounded by a chain-link fence, and there is a grassy area in the background.","A person is playing tennis on a court. They are wearing a blue and white sports shirt, white shorts, knee pads, and blue socks. They are holding a tennis racket and appear to be in the middle of a game. The court is surrounded by a chain-link fence, and there is a grassy area in the background.",A man holding a tennis racquet on a tennis court. | A man holds a tennis racket on a tennis court. | A man standing with a racket on a court. | A man taking a swing at a tennis ball | a tennis player standing and looking across the court 
000000152012,Qwen3-VL-4B,"The image depicts a soccer game in progress on a grassy field. There are several players on the field, with one player in a white shirt and black shorts attempting to score a goal. The soccer ball is near the goal, and the goalkeeper is positioned to defend the goal. 

In the background, there are multiple cars parked along the street, and a building can be seen in the distance. The scene captures the excitement and competitive nature of a soccer match.","The image depicts a soccer match taking place on a grassy field. There are four players visible, with one wearing a black jersey with the number 21, another in a white jersey with a black logo, and two more in white jerseys. The player in the black jersey is closest to the camera, while the others are further away, with one player near the goalpost. The goalpost is white, and there is a soccer ball on the field. In the background, there are several",A group of boys play a game of soccer outside.  | a group of people playing a game of soccer  | A group of players kicking a ball on a soccer field.  | A group of youth soccer players playing a game. | A team of soccer players playing a game on a field.
000000507879,Qwen3-VL-4B,"The image shows a bathroom scene with a toilet. The toilet is positioned against a tiled wall, and there is a cistern above it. The toilet seat is up, revealing the bowl. To the left of the toilet, there is a scrubbing brush, and to the right, there is a small metal box or container. The lighting in the image gives it a warm, orange hue.","The image shows a bathroom with a toilet that has its lid open. The toilet is positioned against a tiled wall, and there is a cistern above it. To the left of the toilet, there is a toilet brush with a holder. The lighting in the image gives it a warm, reddish hue, and the tiles on the floor and walls are visible. There are no other objects or people in the image.",A dark picture of a toilet with a small roll of toilet paper on the back of the tank. | A toilet that appears to be dirty and out of toilet paper. | A red light is glaring over the toilet.  | This bathroom has a red light on and its toilet lid is up. | Top down view of a toilet with a scrubbing brush holder.
000000499618,Qwen3-VL-4B,"The image depicts a busy city street with a truck parked on the side of the road. The truck's cargo area is open, revealing several dogs inside. There are people walking on the sidewalk, and some are carrying backpacks. The street is lined with buildings, and there are various signs and advertisements visible in the background. The scene appears to be in an urban area, possibly in a city with a mix of commercial and residential buildings.","The image depicts an urban street scene. A truck is parked on the side of the road, with its back door open, revealing several large dogs inside. The truck is on a city street with buildings lining both sides. There are pedestrians walking on the sidewalk, including a person in a blue jacket and another person in a red shirt. The street is lined with various signs and streetlights. In the background, there is a construction site with scaffolding and a tarp covering part of the building.",People walking on the street next to a truck with caged animals in it.  | There are people walking down the sidewalk next to the street. | A couple people are walking on the sidewalk with a truck parked nearby. | A truck parked on the side of a road near tall buildings. | some animals in a cage in the back of a truck
000000000569,Qwen3-VL-4B,"The image shows a person standing on a concrete surface, flying a kite. The person is wearing a light-colored coat and appears to be enjoying the activity. In the background, there is a garden with various colorful flowers arranged in a rectangular pattern. The garden is surrounded by a blue border, and there are some stone structures and a statue in the vicinity. The overall scene is peaceful and vibrant, with the person and the kite being the main focus.","The image shows a person standing on a concrete platform, flying a kite. The person is wearing a light-colored coat and dark pants. The kite is in the air, with multiple tails trailing behind it. The area around the person is a large, open space with a patterned pavement. There are two small, round, gray objects on the ground near the person. In the background, there is a grassy area with a decorative stone column and a flower bed with a grid of red flowers.",A woman in a trench coat playing with her kite | A man is flying  a kite near some steps | A man is standing near a bunch of brightly colored flowers. | a person standing with multiple kites tied together | A man flying a kite on top of a cement park.
000000564132,Qwen3-VL-4B,"The image shows a close-up view of a motorcycle's handlebar and front headlight. The handlebar is chrome-plated, and the headlight is also chrome-plated, giving the motorcycle a shiny appearance. The background appears to be a road with some trees and a person riding a bicycle in the distance. The perspective suggests that the photo was taken from the rider's viewpoint, looking forward.","The image shows a close-up view of a motorcycle's handlebar and front headlight. The handlebar is metallic and has a chrome finish, with the headlight mounted on the left side. The background features a road with a cyclist in the distance, trees, and a clear sky. The road appears to be a two-lane street with a yellow line dividing the lanes. The scene suggests a rural or suburban setting.",A bicycle on a road with a motor bike at the front | A handle bar of a bike and the street with other people riding down it.  | a handle bar view as a motor bike drives down the road  | Back view of motorcycle handlebars with street view following other motorcycles. | The view of the road as seen from riding a motorcycle.
000000304341,Qwen3-VL-4B,"The image depicts a small building with a clock on the wall and a blue bench in front of it. The building has a white exterior with stone accents and two white doors. The clock is mounted on the wall above the bench, and there is a small trash can next to the bench. The scene appears to be a quiet, possibly rural or suburban area, with a cobblestone pathway leading up to the building.","The image depicts a quaint outdoor scene with a white building featuring a stone facade. A large, round clock with Roman numerals is mounted on the wall above a blue bench. The bench is positioned on a cobblestone walkway. To the left of the bench, there is a small white trash bin. The building has two white doors with glass panes, and a small window with a stone frame. The overall setting appears to be a small town or village, with a clear sky and some","A blue bench sitting under a clock mounted to a wall. | A blue bench under a clock outside a white building. | A round clock, mounted on an outdoor wall with three doorways, hovers over a black-and-blue bench. | There is a blue bench outside the neutral colored building. | A large clock on the wall of a building over a bench."
000000460107,Qwen3-VL-4B,"The image depicts a dining table with various items on it. There are several wine glasses arranged in a row, with some of them having blue stems. A vase with a floral design is also present on the table. In the background, there is a person standing near a mirror, and a painting can be seen on the wall. The overall setting appears to be a dining room or a similar space.","The image shows a table with various objects on it. On the left side, there is a ceramic vase with a floral design, including grapes and leaves. In the center of the table, there are three wine glasses with blue stems. Behind the wine glasses, there is a magazine with a cover that includes a picture of a person and some text. To the right of the wine glasses, there is a clear glass bottle. In the background, there is a mirror reflecting a person and some artwork on","A photo taken from the top of the table looking at a mirror in the background. | a kitchen counter with wine glasses set out. | A countertop holding a pewter bowl across from a shelf holding stemware. | A kitchen counter with a jar and bowl on it, mirror with glasses on it. | A tabletop view of wine glasses in a dining room."
000000018058,Qwen3-VL-4B,"The image shows a blue sign with a cartoon police officer waving, accompanied by the message ""Don't Drink and Drive"" in both English and Chinese. The sign is mounted on a pole and is located in an outdoor setting with trees and buildings in the background.","The image shows a blue sign with text in both Chinese and English. The Chinese text translates to ""Don't Drink and Drive"" in English. The sign features an illustration of a police officer with a hat and a badge, waving. The background includes trees and a street scene with buildings and a sidewalk.","A blue street sign with a cartoon cop warning about drinking and driving. | A blue street sign that reads ""Don't Drink and Drive"". | A sign with graphic of uniformed officer is posted in the street. | Chinese sign that says Don't Drink and Drive. | A sign that says ""Don't Drink and Drive."""
000000105689,Qwen3-VL-4B,"The image shows a slice of pizza on a white plate, placed on a red and white checkered tablecloth. The pizza appears to have tomato sauce, cheese, and possibly some toppings like mushrooms or olives. In the background, there is a glass of soda with ice cubes. The setting suggests a casual dining experience, possibly at a pizzeria or a picnic.","A slice of pizza with tomato sauce, cheese, and possibly some toppings like mushrooms or olives, is placed on a white plate. The plate is on a red and white checkered tablecloth. In the background, there is a glass of dark liquid, possibly soda, with ice cubes. The scene suggests a casual dining setting.",a closeup of a slice of pizza covered with various ingredients | a slice of pepperoni pizza sitting on a white plate  | a piece of pizza sits on a plate on a table top  | A piece of pizza sat on a plate with a cup of soda near by. | Slice of pizza on plate sits on table with beverage.
000000341676,Qwen3-VL-4B,"The image shows three microwaves on a counter, with two of them having stickers of a male and a female figure on their doors. There are also two plastic containers on the counter in front of the microwaves.","The image shows three microwave ovens placed side by side on a white surface. Each microwave has a sticker on its door, depicting a male and a female figure, likely indicating the gender of the person who should use it. In front of the microwaves, there are two plastic containers with lids, suggesting that they might be used for food storage or preparation. The microwaves appear to be of the same model, with a digital display and control panel on the right side. The setting seems",Two microwave ovens one marked with man symbol and the other for woman.  | Two microwaves sitting side by side on a countertop are marked with signs printed with the symbols for man and woman. | a couple of microwaves that are next to each other | Two microwaves side by side with pictures of a man and woman silhouette | The microwaves are marked with female and male signs.
000000289618,Qwen3-VL-4B,"The image shows a group of dogs playing in a snowy yard. There are at least six dogs visible, with one of them holding a red frisbee. The yard is surrounded by a fence, and there is a gazebo-like structure in the background. The dogs appear to be enjoying the snowy environment, with some of them playing with the frisbee.","The image depicts a snowy outdoor scene with several dogs playing together. There is a gazebo-like structure on the left side of the image, and a fence runs along the background. The dogs are of various breeds and colors, including light brown, dark brown, and black. One dog is holding a red frisbee in its mouth, and another dog is in the background, also holding a frisbee. The ground is covered in snow, and there are trees and a field visible in the",a pack of dogs walking down a snow covered yard. | A pack of dogs are playing with assorted toys.  | Several dogs enjoy playing with Frisbees in the snow.  | Several dogs playing with things in the snow. | Dogs play tug of war in the snowy yard.
000000224740,Qwen3-VL-4B,"The image depicts a well-furnished living room with a cozy and inviting atmosphere. The room features a wooden coffee table in the center, flanked by two armchairs. A fireplace with a wooden mantel is situated against the wall, and a large window provides a view of the outdoors. The room is decorated with various pieces of furniture and accessories, including a lamp, a vase, and a bowl on the coffee table. The overall color scheme is neutral, with light-colored walls and wooden accents","The image depicts a well-furnished living room with a modern and cozy design. The room features a large window that allows natural light to flood in, illuminating the space. The window is adorned with a black lamp on a small table, adding a touch of elegance. The room includes a white sofa with a floral pattern, a wooden coffee table with a bowl of fruit, and two armchairs with patterned fabric. The walls are painted in a light color, and there is a wooden fireplace","A modern furnished living room with large fireplace. | Modern living room with two chairs, a three bay window and fireplace. | A living rooms featuring furniture and a fire place. | A living room with a fireplace and contemporary furnishings. | A beautiful home which is left with the door open to beautiful scenery."
000000053123,Qwen3-VL-4B,"The image shows a person playing tennis on a court. The person is in the middle of a serve, with their racket raised and their arm extended upwards. Another person is standing in the background, observing the game. The court is surrounded by a fence, and there are trees visible in the background. The scene appears to be set in an outdoor environment, possibly a park or a tennis club.","The image shows two individuals on a tennis court. One person is in the foreground, wearing a white shirt with blue accents, black shorts, and tennis shoes. This person is in the middle of a tennis swing, holding a tennis racket with both hands. The other person is in the background, standing near the net, wearing a dark jacket over a white shirt, dark shorts, and tennis shoes. The court is surrounded by a chain-link fence, and there are trees in the background. The sky",A tennis player has just attempted to hit the ball. | Two young men are playing tennis on a court. | A tennis player swings his tennis racquet while another person watches. | the two men are playing doubles tennis together. | A boy runs as he tries to smack the tennis ball.
000000226119,Qwen3-VL-4B,"The image depicts a family gathering around a dining table filled with various food items and decorations. There are several people present, including children and adults, who appear to be enjoying the meal together. The table is covered with a white tablecloth and has an assortment of dishes, including cakes and other desserts. The atmosphere seems festive, with balloons and other decorations adding to the celebratory mood. The family members are engaged in conversation and enjoying the food, creating a warm and joyful scene.","The image depicts a family gathering around a dining table filled with various food items and decorations. There are several people present, including adults and children. The table is covered with a white tablecloth and is adorned with a variety of dishes, including cakes, pastries, and other snacks. There are also colorful balloons and a banner hanging from the ceiling, suggesting a celebration or party. The room has a warm and festive atmosphere, with people engaged in conversation and enjoying the food.",A man standing behind a child sitting at a table | People around a table that has platters of food on it  | A man cuts cake with a girl at a party. | A man helping a girl cut a birthday cake with a knife. | a man helping a little girl cut a cake on a table covered with food 
000000534270,Qwen3-VL-4B,"The image shows two people standing on a waterfront, with one person holding a colorful umbrella. There is a dog sitting on the ground nearby. In the background, there are boats on the water, and the scene appears to be overcast.","The image shows two individuals standing on a waterfront promenade, with a body of water and a distant boat in the background. The individuals are holding colorful umbrellas, and one of them is wearing a red shirt and blue pants. A small dog is sitting on the ground near them. The promenade has a stone wall and blue railings. In the background, there are several boats on the water, and the sky appears overcast.",Man and woman with umbrella hats sitting on top of a bridge.  | A couple equipped with umbrella hats taking a break from walking their dog on a bridge on a rainy day. | Two people in ridiculous looking umbrella hats.  | two people with umbrella hats near one another  | A couple of people wearing umbrella hats next to the ocean.
000000073738,Qwen3-VL-4B,"The image shows a bathroom with a white toilet and a white sink. The toilet is positioned in the center of the image, with the sink to the left and a person's feet visible in the foreground. The bathroom has tiled walls and a white ceiling.","The image shows a bathroom with a white toilet. The toilet has a white tank and a white seat. The floor is tiled with light-colored tiles, and there is a small white object, possibly a toilet brush, next to the toilet. The walls are also tiled with light-colored tiles. The perspective of the image is from above, looking down at the toilet and the person's feet.",A white toilet sitting in between tiled walls. | a small bathroom with a toilet in it | An aerial shot of a public bathroom with the seat up. | a person standing by a white toilet with the lid up  | A persons feet in front of a toilet with the lid up.
000000080306,Qwen3-VL-4B,"The image shows a woman playing tennis on a court. She is wearing a white tennis outfit, including a white visor, and is holding a tennis racket and a tennis ball. The background appears to be a tennis court with a net and some fencing.","A female tennis player is on a tennis court, wearing a white sleeveless top, white skirt, and a white visor. She is holding a tennis racket in her right hand and a tennis ball in her left hand, preparing to serve. The player appears to be focused and ready to play.","a close up of a tennis player holding a racket and a ball | A woman gets ready to serve at a tennis match | A woman holding a tennis ball and racquet on a court. | A woman wearing white playing tennis, about to serve. | a woman gets ready to perform a serve "
000000457581,Qwen3-VL-4B,"The image shows a person opening an oven door to check on a tray of cookies baking inside. The oven is white and has a black interior. The person is wearing a dark-colored long-sleeved shirt. The kitchen counter is visible with some items on it, including a pot and a glass container. The oven is positioned between wooden cabinets, and the overall scene appears to be in a home kitchen setting.","The image shows a kitchen scene with an open oven. Inside the oven, there is a baking sheet with several cookies on it. The oven is white with a black interior. On the stovetop above the oven, there is a black pot. To the left of the oven, there is a countertop with a wooden cabinet and a glass container. On the right side of the oven, there is a wooden cabinet. A person's hand is visible, holding the oven door open.",A person opening an oven door filled with baking cookies. | A hand opens an oven door to show cookies baking on a tin. | there is fresh food being made in the oven | A person is baking cookies in a kitchen. | An open stove shows a pan full of a food. 
000000064390,Qwen3-VL-4B,"The image shows a street scene with a traffic light displaying a red pedestrian signal. There is a blue car parked on the side of the road, and a building with a sign that appears to be a convenience store. The scene also includes a sign with Japanese characters, indicating directions or information. The overall atmosphere suggests a typical urban environment in Japan.","The image shows a street scene with a pedestrian crossing signal. The signal has a red pedestrian figure indicating that pedestrians should stop. There is a blue car parked on the right side of the image, and a blue building with a traditional Japanese architectural style in the background. The sky is clear, and there are various signs and advertisements visible, including one in Japanese.",a street sign attached to a metal pole next to a street. | A pedestrian traffic light and car are shown at an intersection. | a street light saying it is not okay to cross the street | A stoplight on the side of the road. | A traffic light next to a blue car in front of a building.
000000501760,Qwen3-VL-4B,"The image shows a hot dog with cheese on a bun, placed on a white tray. There are two small containers of ketchup on the tray, and a hand is visible in the background. The hot dog is on a red tablecloth, and there is a piece of paper or napkin next to it.","The image shows a hot dog with a bun, topped with a generous amount of melted cheese, placed on a white paper tray. The hot dog is accompanied by two small containers of red condiments, likely ketchup, on the tray. In the background, there is a person's hand and part of a table with a red tablecloth. The setting appears to be a casual dining environment.",A hotdog with cheese fries sitting on top of it. | A hot dog with cheese on top of a red table.  | a big sausage in a roll with cheese and cups of sauce and a person | A large sausage covered with cheese on a bun. | A hot dog with a large amount of cheese.
000000118739,Qwen3-VL-4B,"The image shows a pizza with tomato sauce, cheese, and red peppers on a white paper plate. The pizza is partially sliced, and there are two slices missing. The pizza is placed on a wooden surface, and there is another pizza in the background. The pizza has a crispy crust and is topped with fresh herbs and red peppers.","The image shows a pizza with a red sauce, cheese, and red peppers on a white paper plate. The pizza is partially sliced, with one slice missing. There are two small, white, plastic stands on the pizza, likely used to hold the slices in place. The pizza is placed on a wooden surface, and there is another partially visible pizza in the background.",There is a pizza with some slices taken out of it | A pizza on cardboard with one slice gone | A pizza with a slice missing on a white sheet in the sunlight. | The pizzas are sitting on plates on the white paper. | Large pizza pie with one slice missing on the table
000000121215,Qwen3-VL-4B,"The image depicts a modern bathroom with a white color scheme. The bathroom features a sink with a square basin, a mirror above the sink, and a bathtub with a white towel hanging on the edge. There are also several towels placed around the bathroom, including one on the sink counter and another on the bathtub. The overall design is clean and minimalistic, with a focus on functionality and simplicity.","The image depicts a modern bathroom. The main features include a white sink with a square basin, a chrome faucet, and a mirror above it. Below the sink, there is a wooden shelf with a roll of toilet paper and a few towels. To the right of the sink, there is a white bathtub with a towel hanging over the edge. The walls are tiled in white, and the floor is also tiled. The bathroom has a clean and minimalistic design.","A white bathroom with a sink, towels and tub. | A modern style bathroom awaits hotel guests with fresh linens and toiletries. | A bathroom has a tub, sink, and mirror in it.   | A bathroom with a mirror, sink, tub, towels and a wash cloth in it.  | Folded towels are on the shelf underneath the bathroom sink. "
000000447733,Qwen3-VL-4B,"The image shows a person performing a skateboard trick on a ledge. The skateboarder is in mid-air, with the skateboard tilted at an angle, suggesting a jump or flip. The background includes a clear sky and some trees, indicating an outdoor setting. The person appears to be wearing casual clothing, including a dark shirt and dark pants.","A person is performing a skateboard trick on a ledge. The skateboarder is in mid-air, with one foot on the skateboard and the other foot extended outward. The skateboard is tilted at an angle, suggesting a jump or flip. The background includes a clear sky, some trees, and a building with a sloped roof. There is also a small patch of greenery with a plant in the foreground.",Man on a skateboard riding a cement wall. | A young man on a skateboard jumping from a raised area to a lower concrete area. | Looking up at a skateboarder tilting on a stone fence | A skateboarder rides the edge of the concrete on his skate board. | A guy on a skate board high in the air.
000000517967,Qwen3-VL-4B,"The image is a vintage photograph of a woman sitting in a chair, holding a laptop. The photograph is framed in a gold frame with intricate designs. The woman is wearing a dress with a lace collar and a large hat. The laptop is open and appears to be an older model, possibly from the early 2000s. The overall style of the photograph and the clothing suggest it is from a past era.","The image is a black and white photograph of a woman sitting in a chair. She is wearing a large, wide-brimmed hat and a dress with a lace collar. The woman is holding a laptop in her lap. The photograph is framed in a decorative, ornate frame with intricate designs.",A picture that has a lady with a laptop. | A painting of a woman sitting in a chair with a laptop computer. | there is a picture of a woman holding a lap top | A picture of a woman in a good frame | The portrait is anachronistic in that a Victorian lady is photographed with a laptop computer.
