image_id,model,baseline_caption,grounded_caption,reference_captions
000000357542,LLaVA-1.5-7B,"In the image, a man is kneeling down in the snow, petting a dog. The dog is wearing a blue collar. The scene takes place in a snowy street, with a car parked nearby. The man and the dog are the main focus of the image, creating a heartwarming moment.","A man is kneeling down in the snow, holding a dog on a leash. The dog is wearing a blue collar. The man is wearing a black hat and a black jacket. The scene takes place in a snowy street, with a car parked nearby.",A man kneeling with his dog in the snow. | A man kneeling by its dog on the snowy ground. | A man pets his dog while squatting in deep snow. | A man and a dog sitting in a street covered in deep snow. | A man pets a dog while sitting in the snow.
000000261558,LLaVA-1.5-7B,"A man is standing in front of an open refrigerator, looking inside. The refrigerator is filled with various food items, including multiple bottles, a cup, and a bowl. The man appears to be searching for something specific or just browsing the contents of the refrigerator.","A man is standing in front of an open refrigerator, looking inside. The refrigerator is filled with various food items, including multiple bottles, a cup, and a bowl. The man appears to be searching for something to eat or drink.",A man peering into a refrigerator full of food. | A man is looking into a home refrigerator | A guy opens the refrigerator to look inside.  | A man is looking inside of a refrigerator. | Man with a black shirt on opening the door to a refrigerator. 
000000426795,LLaVA-1.5-7B,"A man is sitting at a table, eating a large piece of bread. He is wearing glasses and has a beard. The table is surrounded by chairs, and there are several books scattered around the room.","A man is sitting at a dining table, eating a large piece of bread. The table is surrounded by chairs, and there are several books scattered around the room. A bottle can be seen on the table, and a cup is placed nearby. The man appears to be enjoying his meal.",A man eating a giant piece of bread. | A guy is hold up a big pastry to is mouth.  | A person is eating a gigantic pastry next to a chair. | A young man with long hair taking a bite out of a full loaf of bread. | Man in a hotel room about to bite into a large pastry.
000000343455,LLaVA-1.5-7B,"The image features a delicious pizza with a variety of toppings, including meat and vegetables. The pizza is cut into slices and placed on a plate, which is resting on a dining table. The pizza appears to be a mix of different flavors and textures, making it an appetizing meal.","A slice of pizza is on a plate, with a few pieces of apple on top. The pizza has a crispy crust and is topped with meat and cheese. The apple pieces are scattered around the plate, adding a touch of freshness to the dish.",The featured dish contains several unusual fresh ingredients. | A close up of a plate with two slices of pizza. | A purple plate holding two slices of pizza. | A couple of slices of pizza on a purple plate. | A close up of a piece of pizza with bacon on a plate.
000000153072,LLaVA-1.5-7B,"The image features a kite festival with a variety of kites flying in the sky. There are at least 13 kites of different shapes and sizes, some of which are colorful and resemble birds. The kites are spread across the sky, with some flying higher and others closer to the ground. The scene is lively and full of excitement, showcasing the beauty of kites in the air.","The image features a kite festival with numerous kites flying in the sky. The kites come in various shapes and sizes, creating a vibrant and lively atmosphere. Some kites are positioned closer to the ground, while others are soaring higher in the sky. The scene is set against a backdrop of trees, adding to the natural beauty of the event.",Some very colorful and large kites being flown on a beach. | A group of large kites and balloon floats flying in the sky. | People are on the beach while several kites are flying. | Colorful kites flying over a beach on a sunny day | A crowd of people flying colorful intricate kites.
000000348379,LLaVA-1.5-7B,"The image shows a group of people gathered on a staircase, holding up signs that say ""Stop Foreclosures."" They are standing together, possibly participating in a protest or demonstration. There are at least 12 people visible in the scene, with some standing closer to the foreground and others further back. The signs are held up in various positions, with some held higher and others lower. The people appear to be united in their cause, advocating for change in the","A group of people is standing on a staircase, holding up signs that say ""Stop Foreclosures."" They are gathered together, possibly participating in a protest or demonstration. The people are wearing various clothing items, such as jackets and hats. Some of them are also wearing ties. The scene appears to be an outdoor gathering, with the staircase serving as a backdrop for the protest.","Group of protesters with red and white signs on concrete steps.  | A number of people standing around with signs. | A group of people standing on steps holding signs. | A protest to ""stand together and stop evictions."" | A man standing near a group of people with picket signs."
000000333845,LLaVA-1.5-7B,"The image features a basket filled with various fruits, including bananas, apples, and pears. The bananas are prominently displayed, with some of them placed on top of the basket. The apples and pears are also present, adding to the colorful and diverse assortment of fruits. The basket is placed on a table, creating an inviting and healthy display.","The image features a basket filled with various fruits, including bananas, apples, and pears. The bananas are prominently displayed, with some of them placed on top of the basket. The apples are scattered throughout the basket, while the pears are located towards the bottom. The arrangement of the fruits creates a visually appealing and colorful display.",A basket fill with different types of fruit. | There are bananas and other fruit that is inside if the basket | Pears and bananas are in a wooden bowl. | Some bananas and pears are in the basket | a basket of bananas and some apples on a table
000000196799,LLaVA-1.5-7B,"The image features a train on a track, with a bridge visible in the background. The train is positioned under the bridge, and it appears to be an old-fashioned train. The scene is set in a grassy area, giving it a vintage feel.","The image features a train on a track, with a bridge visible above it. The train is positioned in the middle of the scene, and there is a person standing near the train. The scene also includes a bench and a potted plant, adding to the overall atmosphere of the location.",A train engine parked under a passage way on some tracks. | a train that is parked on a track that is  under a overpass  | A train sitting on the track under a bridge  | A train that is going through a tunnel. | Locomotive parked under a brick bridge in a secluded spot.
000000250917,LLaVA-1.5-7B,"The image shows a man and a woman sitting together at a dining table in a restaurant. They are both looking at their cell phones, possibly checking messages or browsing the internet. The table is set with cups, a bowl, and a spoon, indicating that they might be having a meal together.

There are other people in the background, possibly enjoying their time at the restaurant as well. The scene is lively, with people engaged in various activities.","In the image, a man and a woman are sitting together at a dining table, both looking at their cell phones. The man is wearing a green shirt, and the woman is wearing a pink shirt. There are two cups on the table, one near the man and the other near the woman. The scene appears to be set in a restaurant, as there are multiple chairs and dining tables visible in the background.",There are two people sitting in a restaurant looking at cell phones. | A couple both looking at their cell phones while sitting in a booth at a cafe | An older man and woman sit in a restaurant booth using a cell phone. | a male and a female and their cellphones | Two people are sitting at a table at a restaurant.  The man in green is holding his cell phone and the woman in pink is holding hers.
000000066427,LLaVA-1.5-7B,"The image features a stop sign with a sticker on it, located in front of a house. The stop sign is positioned on a pole, and there are two street signs above it. The scene also includes a car parked nearby, and a potted plant situated close to the house. The overall atmosphere suggests a residential area with a focus on traffic safety.","The image features a stop sign with a sticker on it, located in front of a house. The stop sign is positioned under a street sign, which indicates the intersection of Virginia Street and 1300. The scene also includes a car parked nearby, and a potted plant placed in front of the house.",A road sign on top of a stop sign  | A stop sign at the corner of two streets. | Stop sign at the corner of Virginia Street. | A stop sign under a street sign on a corner. | Altered STOP sign with street signs attached to it. 
000000574015,LLaVA-1.5-7B,"The image features a train traveling down a track surrounded by lush greenery. The train is positioned in the middle of the scene, with the tracks running horizontally across the image. The surrounding vegetation includes trees and bushes, creating a serene and natural atmosphere.","The image features a train traveling down a track surrounded by trees. The train is positioned in the middle of the scene, with a few cars visible. The train is moving through a forest, creating a serene atmosphere.",A train traveling past a forest filled with green trees. | A train is coming around a bend in a wooded area. | Wooden train passing through a forested hilly area. | A long view of the side of a train as it snakes along a track. | A train passing by a heavily wooded area.
000000160828,LLaVA-1.5-7B,"The image features a woman wearing a blue bikini, skillfully riding a wave on a surfboard. She is the main focus of the scene, with her surfboard visible beneath her. The wave she is riding is relatively small, and the woman appears to be enjoying her time in the water.","A woman is surfing on a wave, wearing a blue bikini. She is skillfully riding the wave on her surfboard. The scene is set in the ocean, with the woman being the main focus of the image.",there is a woman that is riding a surf board in the water | Woman surfing small wave in open ocean area. | The woman in the bikini is surfing through a wave.  | A young woman is having fun surfing a small wave. | A woman is surfing on a wave on the ocean.
000000503148,LLaVA-1.5-7B,"A person is holding a large slice of pizza in their hand, with the pizza being almost as big as the person's hand. The pizza is placed on a table, and there are other slices of pizza scattered around the table. A bottle can be seen on the table as well.","A person is holding a large slice of pizza in their hand, with the pizza being the main focus of the image. The pizza is placed on a table, and the person is standing next to it. The scene also includes a bottle, possibly containing a condiment or beverage, located near the top right corner of the image.",This slice of pizza is rather large and ready to eat.  | A person holds their hand in front of a slice of pizza laying on tin foil. | Outstretched hand and large pizza sliced shown in comparison. | A palm-up hand in front of a giant slice of pizza. | A open palm hovers above a slice of pizza.  
000000229740,LLaVA-1.5-7B,"A cat is sitting on a bathroom counter, looking at the camera. The counter has a bowl of cat food and a bottle of water. The cat is looking at the camera with a blue bowl in the background.","A cat is sitting on a bathroom counter, looking at the camera. The counter has a bowl of cat food and a bottle of water. The cat is looking at the camera, and the bowl of cat food is placed next to it.",A yellow striped cat sitting on a bathroom sink. | A cat makes a face as it sits on a bathroom counter. | A cat is sitting on a bathroom sink near a water bottle. | A cat is sitting on top of a bathroom sink. | Close up of a cat sitting on countertop in a bathroom
000000153697,LLaVA-1.5-7B,"The image features a large, ornate clock with a wooden frame. The clock has a black face and is adorned with a gold design. The clock is positioned in a dark room, possibly a church, and is lit up by a light source. The clock's face is visible, displaying the time of 10:10.","The image features a large, ornate clock with a black face and gold numbers. The clock is positioned on a wall, and its hands are pointing to the numbers 10 and 11. The clock is surrounded by a decorative frame, adding to its elegance.",An ornate wood clock with carvings on the face. | A gold and brown clock shows 6:39 for the time. | This antique and ornate clock is displaying the time | This clock is only the face part of a grandfather clock  | A clock face where it is indicating it is almost six forty.
000000435185,LLaVA-1.5-7B,"The image features a dining table with a vase filled with flowers as the centerpiece. The vase is placed on a glass plate, which is surrounded by other glass plates. The table setting includes a bowl, a cup, and a spoon, all made of glass. The table is set for a meal, and the overall atmosphere is elegant and inviting.","The image features a dining table with a vase filled with flowers as the centerpiece. The vase is placed on a glass plate, which is surrounded by other glass plates. There are also two bowls on the table, one near the vase and the other further away. The table setting creates a pleasant and inviting atmosphere for a meal.",a collection of green tinted glass with some flowers in the vase | Four pieces of green glass kitchen ware on a counter. | A table with three glass bowls and a vase. | A table with flowers in a vase and three glass dishes. | There are three dishes and a vase with two roses on the table. 
000000357041,LLaVA-1.5-7B,"The image features a small blue bird perched on a thin tree branch. The bird is the main focus of the scene, and its vibrant blue color stands out against the tree's branches. The bird appears to be looking up, possibly observing its surroundings or searching for food.","A small blue bird is perched on a thin tree branch. The bird is sitting on the branch, possibly looking for food or resting. The scene is set in a forest, with the bird being the main focus of the image.","A lone, blue and orange bird sits on a bare tree. | The colorful bird is perched on the delicate branch. | A small blue, brown and white bird sitting on a branch. | A SMALL ORANGE AND BLUE BIRD HANGING ON A BRANCH  | A small blue bird sits in a leafless tree"
000000253770,LLaVA-1.5-7B,"The image features two men standing in a room, each holding a Wii remote. They appear to be engaged in a video game, possibly playing a game like Wii Sports. The room is filled with other people, some of whom are also holding Wii remotes. The atmosphere seems to be lively and fun, as everyone is enjoying the gaming experience.","In the image, two men are standing next to each other, both holding Wii controllers. They appear to be engaged in a video game, possibly playing a Pokemon game. The men are wearing glasses, and one of them is wearing a tie. The scene takes place in a room with a TV in the background.",Two young men holding Nintendo Wii controllers standing next to each other. | Two men wearing glasses are playing the video game wii. | Two men holding Wii controllers in a bar. | Two men hold video game remote controllers at a convention. | Two young men are playing a game on the Wii.
000000524962,LLaVA-1.5-7B,"The image features a man riding a skateboard while holding a surfboard. He is performing a trick in front of a crowd of people who are watching him. The spectators are spread out around the scene, with some standing closer to the man and others further away. The crowd appears to be enjoying the performance, and the man seems to be the center of attention.","The image features a man riding a skateboard while holding a surfboard. He is wearing a helmet for safety. The scene takes place in front of a crowd of people who are watching the man's performance. Some of the spectators are sitting on chairs, while others are standing. The onlookers are spread out across the scene, with some closer to the man and others further away.","Surfer is on rollerblades, holding a surf board. | A man holding a lie surfboard while riding a skateboard. | A man wearing roller skates, a helmet, and a surfboard holding a rope. | The surfer is being towed on his skateboard. | A person with a surfboard and skateboard on a street."
000000206433,LLaVA-1.5-7B,"The image features two men standing next to each other, both wearing ties. One man is wearing a red tie, while the other man is wearing a blue tie. They appear to be posing for a picture, possibly at a party or a social event. The men are also wearing hats, with one man wearing a black hat and the other man wearing a brown hat.","The image features two men standing next to each other, both wearing ties. One man is wearing a red tie, while the other man is wearing a blue tie. They appear to be posing for a picture, possibly at a party or a social event.",a close up of two people wearing ties  | Two men wearing ties pose for a picture | A couple of men standing next to each other. | A couple of men with ties and suits. | Two persons in formal dress posing for a photograph.
000000304389,LLaVA-1.5-7B,"The image features a bathroom with a blue countertop and a white window. The countertop has a blue box on it, and there are several bottles scattered around the area. A toilet can be seen in the background, and a potted plant is placed near the window. The bathroom also has a sink and a mirror, which adds to the overall ambiance of the space.","The image features a bathroom with a blue countertop and a white window. The window is open, allowing natural light to enter the room. There is a toilet located on the right side of the bathroom. 

In the bathroom, there are several bottles placed on the countertop, and a cup can be seen on the left side. A teddy bear is also present in the scene, adding a touch of playfulness to the otherwise functional space.","A bathroom depicting a vanity, window and a toilet. | There are items on this bathroom shelf and a window is above the shelf.  | Massage tools sit on the counter of the clean bathroom. | A dresser drawer that has toys on top of it. | A window in a house sitting over a counter top."
000000051258,LLaVA-1.5-7B,"The image captures a baseball game in progress. A batter is swinging a baseball bat, attempting to hit the ball. The catcher is positioned behind the batter, wearing a baseball glove, ready to catch the ball. The umpire is also present, closely observing the play. The scene is set on a baseball field, with the batter, catcher, and umpire all focused on the game.","The image captures a baseball game in progress. A batter is swinging a baseball bat, attempting to hit the ball. The catcher is positioned behind the batter, wearing a baseball glove, ready to catch the ball. The umpire is also present, closely observing the play. The scene is set on a baseball field, with the batter, catcher, and umpire all focused on the game.","A baseball player tossing a bat next to home plate. | The bat flies away from the batter at home plate.  | The batter threw the bat after he hit the ball. | a man is throwing a bat at a baseball game | A man playing baseball, swinging his bat at the plate"
000000215062,LLaVA-1.5-7B,"The image features a dining table with two plates of food, each containing a variety of vegetables. The vegetables include broccoli, potatoes, and carrots. There are also two cups on the table, one containing a beverage and the other possibly containing a sauce. A fork is placed on the table, ready to be used for enjoying the meal. The table is set for a pleasant dining experience.","The image features a dining table with two plates of food, each containing a variety of vegetables, including broccoli and carrots. The vegetables are arranged in different ways, creating a visually appealing meal. 

In addition to the vegetables, there are two cups on the table, one near the center and the other closer to the edge. A fork is also present on the table, placed near the edge. The overall scene suggests a health",Two white plates topped with food on a wooden table. | Lunch consists of bright green and yellow vegetables. | Prepared salads and bread sit on a table. | Plates of food with vegetables sitting on a wooden counter. | Two Two white plates of food with mixed vegetables and meat. 
000000029430,LLaVA-1.5-7B,"The image features a cell phone sitting on top of a pile of blue and black beads. The cell phone is positioned towards the left side of the pile, while the beads are scattered throughout the scene. The beads are of various sizes and are arranged in a somewhat random pattern. The overall scene gives off a sense of a casual, everyday setting.","A cell phone is sitting on top of a pile of blue and black beads. The cell phone is positioned in the middle of the pile, while the beads surround it. The beads are of various sizes and are scattered throughout the pile, creating a visually interesting scene.",a close up of a pot with a cell phone  | A cell phone in a bowl of blue beads.  | A cell phone is sitting in a bowl filled with blue things. | a cell phone laying in a bowl of beads | A cell phone sitting in a clay pot full of beads.
000000296745,LLaVA-1.5-7B,"The image features a large elephant standing in front of a group of people. The elephant is reaching out to touch a woman, who is smiling and holding out her hand. The people surrounding the elephant are of various heights and are standing at different distances from the elephant. Some are closer to the elephant, while others are further away. The scene appears to be a friendly encounter between the woman and the elephant.","The image features a large elephant standing in front of a group of people. The elephant is reaching out to touch a woman, who is holding her hand out. The people are gathered around the elephant, with some standing closer to the elephant and others further away. There are several handbags visible in the scene, with one near the woman and another closer to the elephant. The overall atmosphere appears to be friendly and engaging.",A very large elephant reaching its trunk out to a crowd. | An elephant greeting tourists at an old temple | there are many people looking at a elephant  | Elephant using its trunk to interact with tourists. | A group of people standing next to a elephant.
000000376939,LLaVA-1.5-7B,"The image features a young boy wearing a red shirt and black shorts, riding a surfboard in the ocean. He is surrounded by a few other people, including a man in a wetsuit who is standing nearby, possibly watching the boy surf. The scene is set on a beach, with the ocean waves surrounding the surfers.","The image features a young boy wearing a red shirt and black shorts, riding a surfboard in the ocean. Another person, possibly a man, is standing nearby, watching the boy surf. The boy is in the process of falling off the surfboard, adding excitement to the scene. The ocean waves are visible, creating a dynamic environment for the surfing activity.",a little boy in shallow water on a surf board | A boy is surfing while a man cheers him on. | A young boy who is surfing on a surfboard. | This is a man teaching a smaller child to surf. | A man is behind a young boy trying to ride a surfboard.
000000251736,LLaVA-1.5-7B,"The image features a large, colorful neon sign for a Pollo Burger restaurant. The sign is prominently displayed on the side of a building, likely a restaurant or a fast-food establishment. The sign is lit up, making it stand out against the backdrop of the building.","The image features a large, colorful neon sign for a Pollo Burger restaurant. The sign is prominently displayed on the side of a building. The restaurant is located at the corner of Cesar E. Chavez Ave and E. Ave. The sign is lit up, drawing attention to the establishment.",A sign on top of a restaurant next to a traffic light. | A variety of signs on a street corner. | A sign advertising an eatery in which people can eat burgers. | A street sign with a traffic light and store signs behind it | A display sign of a food joint and Cesar E Chavez Av
000000061520,LLaVA-1.5-7B,"The image features a large building with a prominent red and white sign. The building is located in a busy city, surrounded by other buildings. There are several people in the scene, with some standing close to the building and others scattered throughout the area. A bus can be seen in the background, adding to the bustling urban atmosphere.","The image features a large building with a prominent red and white sign. The building is situated in a busy city area, surrounded by other buildings. There are several people in the scene, with one person wearing a hat and another person wearing a backpack. A bus can be seen in the background, adding to the bustling urban atmosphere.","A street going through a city with tall buildings. | Shot of various traffic signs and traffic light in city area. | A street intersection in some Asian city somewhere in Asia. | street signs and a street light hanging on a metal pole above a street. | Large, tall buildings stand close together in an Asian city."
000000198204,LLaVA-1.5-7B,"The image features a room with a variety of old-fashioned appliances, including a stove, a refrigerator, and a microwave. The stove is positioned in the middle of the room, while the refrigerator is located on the right side. The microwave is placed on the left side of the room. The room appears to be a storage area or a place where these appliances are kept.","The image features a room with a variety of old appliances, including a refrigerator, a stove, and a microwave. The refrigerator is located on the left side of the room, while the stove is situated in the middle, and the microwave is placed on the right side. The room appears to be a storage area or a place where these appliances are being kept.",A row of ovens sitting inside of a warehouse. | Several ovens lined up together in a room. | A number of models and colors of stoves.  | A row of different kind of kitchen stoves with different styles and colors. | A warehouse lined with many different colored stoves.
000000534127,LLaVA-1.5-7B,"The image captures a man and a woman playing frisbee on a grassy hill. The man is in the process of throwing the frisbee, while the woman is running towards him. Both players are wearing backpacks, with the man's backpack being larger than the woman's. The frisbee is visible in the air, close to the man. The scene is set in a lush green field, providing a perfect environment for outdoor","In the image, a man is playing with a frisbee on a grassy hill. He is wearing a backpack and is in the process of throwing the frisbee. Another person is also present in the scene, standing nearby. The frisbee is in the air, and the man is reaching out to catch it. The scene appears to be a recreational activity in a natural setting.",A man in a field ducking from a frisbee | A man standing behind a white frisbee on a lush green field. | A group of people plays frisbee golf in a grassy field. | a man wearing a backpack looking at a frisbee in front of him  | an image of a group of people in the woods playing with frisbee
000000296014,LLaVA-1.5-7B,"The image shows a group of people riding in a green raft on a river. There are three people in the raft, with one person on the left side, another in the middle, and the third person on the right side. Each person is holding an oar, with one oar on the left side, another on the right side, and the third oar in the middle. The group appears to be enjoying their time together on the river.","The image shows a group of people riding in a green raft on a river. There are three people in the raft, with one person on the left side, another in the middle, and the third person on the right side. 

Two paddles are visible in the scene, one near the left side of the raft and the other closer to the right side. The people in the raft are wearing sunglasses, and there is a backpack",a couple of people on a boat on a river | A group of three riding on a raft while white water rafting.  | Three people on a raft going over a small waterfall. | A group of people on a boat in the water. | These three people are traveling down the river in a raft. 
000000199771,LLaVA-1.5-7B,"The image shows a group of people, likely chefs, gathered in a kitchen. They are wearing black hats and are engaged in conversation. The kitchen is well-equipped with various appliances, including an oven, a sink, and a refrigerator.

There are several cups and bowls placed around the kitchen, as well as a bottle and a clock on the wall. The chefs are standing near the counter, with some of them closer","The image depicts a group of people, likely chefs, gathered in a kitchen. They are wearing black hats and are engaged in conversation. The kitchen is well-equipped with various items such as a refrigerator, a sink, a microwave, and an oven. There are also multiple cups and bowls placed around the kitchen. The chefs are standing near the counter, possibly discussing their work or preparing a meal.",A group of people in chef outfits at a kitchen counter. | A group of people in chefs uniforms standing around a counter. | A woman teaches a class of aspiring chefs.  | People in a kitchen with cooking attire on | A group of people dressed in black preparing food.
000000469721,LLaVA-1.5-7B,"The image features a fire hydrant situated in a grassy area near a fence. The fire hydrant is located on the left side of the scene, while the fence is on the right side. The grassy area extends from the middle of the scene to the right edge. There is also a tree in the background, adding to the natural setting.","The image features a fire hydrant situated in a grassy area, with a wooden fence nearby. The fire hydrant is positioned close to the fence, and there is a tree in the background. The scene appears to be a peaceful, rural setting.",A fire hydrant in the grass behind a fence. | Black and white photograph of a fence next to a fire hydrant. | View of a tall fire hydrant behind the fence | A fire hydrant in grass is near a fence post. | A fire hydrant sitting next to a fence in a field.
000000371822,LLaVA-1.5-7B,"The image features a table filled with numerous pizza boxes, each containing a pizza. The pizzas are placed in various positions on the table, with some boxes open and others closed. The table is surrounded by potted plants, adding a touch of greenery to the scene. The pizzas are of different sizes and styles, creating a visually appealing display.","The image features a table filled with numerous pizza boxes, each containing a pizza. The pizzas are placed in various positions on the table, with some boxes open and others closed. The table is surrounded by potted plants, adding a touch of greenery to the scene. The pizzas are the main focus of the image, showcasing a variety of sizes and styles.",A table full of pizzas delivered by Dominoes. | A single open box of Domino's pizzas amongst a bunch of closed boxes. | Stacks of unopened pizza boxes and an open box of pizza | a table full of stacked up pizza boxes | Stacks of Dominos Pizza boxes with a pizza
000000432125,LLaVA-1.5-7B,"The image features a dining table with a cake on it, surrounded by various items. There are two wine glasses placed on the table, along with a cup and a bowl. A chair is positioned near the table, and a potted plant is located in the background.

In addition to the tableware, there are several books scattered around the room, with some placed on the floor and others on the table. A vase can also be seen on the table,","The image features a dining table with a cake on it, surrounded by chairs. There are two wine glasses on the table, and a cup is also present. A few books are scattered around the table, and a potted plant is located near the table. Additionally, there is a teddy bear sitting on the table, adding a playful touch to the scene.","A stuffed toy sitting at a dining table with a frosted cake and cups. | Doll sitting in chair at the table in front of two wine glasses | The table  in the apartment is set for two to have cake, and a doll is seated in one chair. | A doll sitting at a table with plates on it | a stuffed doll sits at a set table"
000000135029,LLaVA-1.5-7B,"The image features a dining table with a variety of food items and beverages. There are two plates, one containing a sandwich and the other with a croissant. A cup of coffee is placed on the table, along with a glass of orange juice. A bottle can be seen on the table as well.

In addition to the food and beverages, there are two cups, one near the center of the table and the other closer to the edge","The image features a dining table with a variety of food items and beverages. There are two plates, one containing a sandwich and the other with a pastry. A cup of coffee is placed on the table, along with a glass of orange juice. A spoon is also visible on the table, likely used for the coffee.

In addition to the food and beverages, there are two chairs positioned around the table, one on the left side","A table with a plates of food and drink arranged on top. | a close up of two plates of food with a drink | Two sets of pastry sitting on white plates next to a coffee cup.  | a glass of orange juice places next to a cup of coffee | Table set for breakfast with a breakfast sandwich, danish, juice and a coffee."
000000248793,LLaVA-1.5-7B,"The image features a clock tower with a clock on its side, located in the middle of a city. The clock tower is surrounded by buildings, and there are several birds flying around the area. The scene is captured from a low angle, giving a unique perspective of the clock tower and its surroundings.","The image features a clock tower with a clock on its side, located in the middle of a city. The clock is visible from multiple angles, including the top, middle, and bottom of the tower. The tower is situated between two buildings, one on the left and the other on the right.

In the sky above the clock tower, several birds can be seen flying, adding a lively atmosphere to the scene. The presence of these birds suggests that the area is a popular spot for","Birds fly overhead in a gloomy sky above buildings, a brick archway and an ornate clock. | People stand on a bridge with a clock tower on it. | A view of birds flying in the air near a clock tower. | a couple of buildings that have a bridge attached | This is a bridge that is connecting two buildings. "
000000132317,LLaVA-1.5-7B,"The image features a dragonfly perched on the screen of a laptop computer. The laptop is placed on a table, and the dragonfly is positioned in the center of the screen. The scene is set outdoors, with a potted plant nearby, adding a touch of nature to the setting.","A dragonfly is perched on the screen of a laptop computer. The laptop is placed on a table, and there is a potted plant nearby.",A bug sitting on the side of a laptop computer. | There is a large dragon fly on the corner of the laptop.  | A dragonfly has landed n the edge of a laptop | A blue dragon fly is perched on the corner of a lap top computer on a patio area. | The insect is flying around on the porch.
000000231508,LLaVA-1.5-7B,"The image captures a baseball game in progress, with a pitcher in the middle of throwing a pitch. The pitcher is wearing a baseball uniform and is in the process of releasing the ball. 

There are several people in the scene, including teammates and opponents, as well as a few spectators. Some of the people are standing, while others are sitting on chairs. A few cars are parked in the background, and a bench can","The image captures a baseball game in progress, with a pitcher in the middle of throwing a pitch. The pitcher is wearing a baseball glove and is in the process of releasing the ball. 

There are several people in the scene, including teammates and opponents, some of whom are sitting on chairs and benches. A few cars are parked nearby, and a truck can be seen in the background. The atmosphere is lively,",A baseball player pitching a baseball on a field. | A baseball pitcher who is in mid pitch. | The pitcher  on the mound has just let go of a baseball directed to the batter.  | A uniformed baseball player being watched by people. | A man in black jersey pitching in baseball game.
000000528951,LLaVA-1.5-7B,"The image features a parking lot with several cars parked in it. There are also a couple of trucks parked in the lot. The parking lot is located near a train station, as evidenced by the presence of a train in the background. The scene is bustling with activity, as people are walking around the area.","The image features a parking lot with several cars parked in it. A train is passing by, traveling down the tracks near the parking lot. The parking lot is situated next to a building, and there is a truck parked in the lot as well. The scene captures the interaction between the train and the parking lot, creating a dynamic and bustling atmosphere.",an image of an aerial view of cars in a parking lot | A parking lot filled with a few cars next to a train. | a parking lot next to a building with an SUV parked outside of it. | A nearly empty parking lot near a railroad station | cars parked in a parking lot with a sky background
000000507427,LLaVA-1.5-7B,"A man wearing a black wetsuit is smiling and sitting in the water. He is holding a surfboard, and the scene appears to be set on a beach. The man is the main focus of the image, and the water and beach surroundings create a relaxed and enjoyable atmosphere.","A man wearing a black wetsuit is sitting in the water, smiling and enjoying his time. He is holding a surfboard, which is placed horizontally in the water. The scene is set against a backdrop of a beach, with a mountain visible in the distance.",a man sitting on a surf board in the water | A smiling man in the water with a surf board. | A man in black wetsuit sitting on surfboard that is submerged. | Guy gives a thumbs up while sitting on his surfboard | A man giving a thumbs up while holding his surfboard
000000246782,LLaVA-1.5-7B,"The image captures a group of people playing a game of beach volleyball on a sandy beach. There are at least six people in the scene, with some of them actively participating in the game, while others are watching or waiting for their turn. The players are spread out across the beach, with some closer to the water and others further inland. The scene is lively and full of energy, as the players enjoy their time on the beach.","The image captures a group of people playing a game on a sandy beach. There are at least five people in the scene, with some of them running and others standing. The people are spread out across the beach, with some closer to the water and others further inland. The scene is lively and full of energy as the players engage in their game.",Multiple people playing with a soccer ball on the beach. | People are playing volleyball on the beach beside the ocean. | A group of boys playing soccer on the beach. | A group of people are playing soccer on a beach. | the men play soccer on the beach with no shoes
000000550995,LLaVA-1.5-7B,"The image features two men playing a video game together. One man is wearing a Santa Claus costume, while the other man is dressed in a blue jacket. Both men are holding Wii controllers, fully engaged in the game.

In the background, there are two chairs, one near the left side of the image and the other near the right side. Additionally, there is a handbag placed on the floor, close to the right side of the image.","Two men are playing a video game together, each holding a Wii remote. They are both wearing jackets, with one man wearing a Santa hat. The men are standing close to each other, enjoying their time together.",a man in a santa suit holding onto a wii mote next to another man holding a wiimote as well | two men holding game controllers in front of a laptop screen. | Two people play with wii remotes in front of a computer. | A man in a Christmas outfit is playing a video game. | A man dressed up like Santa Clause holding a Nintendo Wii controller.
000000402926,LLaVA-1.5-7B,"The image features a giraffe running across a dry, dusty field. The giraffe is the main focus of the scene, with its long neck and legs prominently visible. In the background, there are several birds scattered throughout the sky, adding a sense of liveliness to the scene. The overall atmosphere of the image is one of a vast, open space with a lone giraffe in motion.","The image features a giraffe running across a dry, brown field. The giraffe is in the middle of the scene, with its legs spread apart as it moves. In the background, there are two birds flying, one closer to the left side of the image and the other near the center. The birds appear to be flying in the same direction as the giraffe, adding a sense of motion and activity to the scene.",A giraffe running across a large dirt field. | THERE IS A GIRAFEE THAT IS RUNNING IN THE OPEN FIELD  | Giraffe running across land that is mostly dirt and kicking up dust. | A giraffe running in an open barren desert. | A giraffe running in the middle of a field. 
000000549932,LLaVA-1.5-7B,"The image shows a group of people standing outside a building, possibly a hotel or an airport. They are all wearing backpacks and have various pieces of luggage with them, including suitcases and handbags. The people are gathered around a trash can, possibly discussing their plans or waiting for transportation. The scene appears to be a busy and lively gathering of travelers.","The image features a group of people standing outside a building, possibly a hotel or an airport. They are all wearing backpacks, with some of them also carrying handbags. The people are engaged in conversation and waiting for their luggage.

There are several suitcases and backpacks scattered around the scene, with some of them placed on the ground. A few handbags can be seen as well, with one near the center of the scene and another closer",some people standing in front of a building with some suitcases  | A group of women who are standing by their luggage. | Several people with luggage stand around a small kiosk. | a group of people standing near many luggage bags  | A group of people standing with their luggage by the curb.
