image_id,model,baseline_caption,grounded_caption,reference_captions
246105,LLaVA-1.5-7B,"A man and woman are standing together, cutting a cake. The woman is wearing a dress, and the man is wearing a white shirt. They are both smiling as they cut the cake. The cake is placed on a table, and there are several bottles nearby.","A man and woman are standing together, cutting a cake. The man is holding a knife, and the woman is smiling. The cake is placed on a dining table, which is surrounded by several wine bottles. The couple appears to be enjoying a special occasion, such as a wedding or anniversary celebration.",A man and a woman cut a cake together. | The couple is cutting their wedding cake together. | Two people cut a cake on a table | A man and woman cutting a cake and smiling. | a woman is standing over a white cake
152103,LLaVA-1.5-7B,"The image features a small white dog sitting on a messy bed. The bed is covered with blankets and pillows, and the dog is wearing a blue collar. The room also contains a chair and a clock on the wall. There are several pictures hanging on the wall, adding to the cluttered appearance of the room.","The image features a small white dog sitting on a messy bed. The bed is covered with blankets and pillows, and the dog is wearing a blue collar. The room also contains a chair, a clock, and a bedside table. The dog appears to be looking at the camera, capturing the viewer's attention.",White dog sitting on a unmade bed with blue sheets. | a dog standing on a bed in a bed room | A bedroom with a lot of dream catchers and a dog sitting on the bed. | Small white dog standing on an unmade bed. | A dog standing on a bed with a harness on.
415646,LLaVA-1.5-7B,"The image depicts a cozy attic bedroom with a bed, a desk, and a couch. The bed is located on the left side of the room, while the couch is situated on the right side. The desk is placed in the middle of the room, and a chair is positioned near the desk.

There are several books scattered throughout the room, with some placed on the desk and others on the floor. A clock is mounted on","The image depicts a cozy attic bedroom with a bed, a desk, and a couch. The bed is located on the left side of the room, while the couch is situated on the right side. The desk is placed in the middle of the room, with a chair positioned in front of it. 

There are several books scattered throughout the room, with some placed on the desk and others on the floor. A clock is mounted on",An attic bedroom with a bed and a couch. | A bedroom filled with two beds and lots of furniture. | A large living room with several items in it. | An attic bedroom for two is well lit. | A bedroom with slanted ceilings is illuminated by sunlight.
519755,LLaVA-1.5-7B,"The image features a woman wearing a blue dress and a white visor, playing tennis on a court. She is holding a tennis racket and appears to be in the middle of a swing. The scene is set on a green surface, which is typical for tennis courts.","A woman is playing tennis on a court, holding a tennis racket and swinging it. She is wearing a blue dress and a white hat. The tennis racket is positioned close to her, and she is in the middle of a swing.",Strength in a tennis match can prove successful. | A female tennis player begins to hit the ball with her racket | A female tennis player sets up to strike a ball. | A woman on a tennis court in mid-stride with her racquet back. | A woman taking a swing at a  tennis ball
402357,LLaVA-1.5-7B,"The image features a small elephant walking on a dirt road. The elephant is the main focus of the scene, occupying a significant portion of the image. The road appears to be a part of a zoo enclosure, as there are some fences visible in the background. The elephant seems to be enjoying its time outdoors, exploring the area.","The image features a small elephant walking on a dirt road. The elephant is the main focus of the scene, and it appears to be walking towards a fence. The fence is located on the left side of the image, and the elephant is positioned in the middle of the scene.",An elephant in a zoo walks toward the camera.  | An elephant with tusks walks on concrete and rocky walls and boulders are near him. | A captive elephant stands in the sunshine as it looks at the camera in the zoo.  | A medium sized elephant walking in his enclosure | A gray elephant is standing in a zoo enclosure.
528462,LLaVA-1.5-7B,"The image captures a baseball game in progress, with a man in the center of the scene swinging a baseball bat. He is wearing a grey shirt and appears to be in the middle of a powerful swing. 

There are several other people in the scene, some of them standing near the batter, while others are scattered around the field. A baseball glove can be seen in the background, and a sports ball is visible in the air. The atmosphere suggests an exciting","The image captures a baseball game in progress. A man is swinging a baseball bat, attempting to hit the ball. There are several other people in the scene, some of them holding baseball gloves, ready to catch the ball. The scene is lively, with people engaged in the game and others watching from the sidelines.",People are watching a man swing at an approaching baseball.  | A young man is taking practice swings on the field.  | A man swinging a bat at a ball. | A man batting barely delivering hit to ball | A man hits a baseball with a bat while a group of spectators watch him
8899,LLaVA-1.5-7B,"The image features a red brick building with a green door and a fire hydrant on the sidewalk. The building has a lot of graffiti on it, giving it a colorful and urban appearance. The graffiti is spread across various parts of the building, including the door, the walls, and the windows. The fire hydrant is located near the center of the scene, and a bicycle can be seen parked on the left side of the image.","The image features a red brick building with a green door and a fire hydrant on the sidewalk. The building has graffiti on it, and there are two fire escapes on the side. The scene also includes a bicycle parked on the sidewalk.","A red brick building with a graffiti covered front. | A graffiti-ridden building in an urban setting, a fire hydrant at curbside. | The building in the city has been vandalized. | A fire hydrant on the side of the street. | a red bricked building with a green door and graffiti"
70125,LLaVA-1.5-7B,"The image features a street sign with two street names, Fifth Avenue and Second Street, hanging from a pole. The street sign is located in a city, and the sky is visible in the background. The scene is set against a blue sky, creating a pleasant atmosphere.","The image features a street sign with two street names, Fifth Avenue and Second Street, hanging from a pole. The street sign is located near a building, and the sky is visible in the background.",A metal pole with a bunch of street signs hanging from the side of it. | a pole that has a bunch of street signs on it | There are many street signs on the pole. | a pole with some sign coming out the side of it  | a couple of street signs are on a pole above a street
140513,LLaVA-1.5-7B,"The image features a group of zebras standing in a dry grass field. There are three zebras in total, with one on the left side, another in the middle, and the third on the right side of the field. The zebras are standing close to each other, possibly grazing or socializing. The field appears to be a mix of grass and dirt, providing a natural habitat for the zebras.","The image features a group of zebras in a dry grass field. There are three zebras in total, with one standing closer to the left side of the field, another in the middle, and the third one on the right side. The zebras appear to be grazing on the grass, enjoying their time in the open field.","Three zebras standing in the middle of a plain in the wild. | A pack of zebra standing on a dry grass field next to green trees. | Three zebras trying to graze but not much is green. | Three young zebras roam a dusty grassy field. | Three zebras graze in a field, staying alert for predators."
513971,LLaVA-1.5-7B,"A cat is sitting on a window sill, looking out of the window. The window has a lace curtain and a hanging decoration, adding a touch of elegance to the scene. The cat appears to be enjoying the view and the sunlight coming through the window.","A cat is sitting on a window sill, looking out of the window. The window has a lace curtain and a hanging decoration. There are several potted plants in the room, with one near the cat and others placed around the room. A vase can also be seen in the room, adding to the decoration.",A cat is sitting outside on the ledge of a window. | A cat sits on a ledge on the outside of a building. | a small cat sits in front of a window  | The cat is precariously balanced on the  ledge outside the bedroom window. | A cat sits outside a window behind which some large black cats are eating.
32909,LLaVA-1.5-7B,"The image features a display of various cow statues, all painted in black and white. The statues are arranged in a row, with some of them placed closer to the front and others further back. The display showcases a diverse collection of cow statues, each with unique features and designs.","The image features a display of black and white cow statues. There are a total of six cows in the display, with some of them being larger and more prominent than others. The cows are arranged in a way that showcases their unique features and designs. The display is likely meant to attract attention and admiration from viewers.",Some very cute cows all lined up in a row. | A row of cattle standing side by side  | There is a row of cows with baby cows next to them. | a bunch of cows are standing with each other | Many black and white cows are standing in a row
347390,LLaVA-1.5-7B,"The image depicts a classroom setting with multiple laptops placed on tables. There are at least 12 laptops visible in the room, with some of them being used by students. The tables are arranged in rows, and there are several chairs placed around the room.

In addition to the laptops, there are two keyboards and a mouse on the tables. A TV is mounted on the wall, and a cell phone can be seen on one of","The image depicts a classroom setting with multiple laptops placed on tables. A woman is sitting at one of the tables, working on her laptop. The room is filled with chairs, some of which are placed around the tables, while others are scattered throughout the space. The chairs are of various sizes and styles, indicating a diverse and comfortable learning environment.",A classroom type setting with rectangular tables that have chairs and laptop computers at each desk. | A woman is looking at the laptop in the classroom. | A dark computer room with one woman inside of it.  | A girl is playing on a laptop in a computer lab. | A meeting room with tables covered in computers.
549012,LLaVA-1.5-7B,"The image features a delicious meal consisting of a sandwich, meat, and vegetables. The sandwich is filled with various vegetables, including carrots and cucumbers, and is accompanied by a meat patty. The dish is served on a plate, and the vegetables are scattered throughout the sandwich, making it a colorful and appetizing meal.","The image features a delicious meal consisting of a sandwich, meat, and vegetables. The sandwich is filled with various vegetables, including carrots and cucumbers. The meat is placed on top of the sandwich, and the dish is accompanied by a bowl. The arrangement of the food items creates an appetizing and colorful presentation.","A sandwich on a plate with meat, peppers, and cheese. | An open faced sandwich is topped with jalepenos. | A cucumber and meat sandwich sits on a plate. | Delicious looking meal of vegetables, cheese and meat on bread. | A close up of a sandwich with vegetables and wraps."
520694,LLaVA-1.5-7B,"A black and white cat is sitting inside a black suitcase. The cat appears to be relaxed and comfortable in the suitcase. The suitcase is placed on a bed, and the cat seems to be enjoying its time in the luggage.","A black and white cat is sitting inside a black suitcase. The cat appears to be relaxed and comfortable in the suitcase. The suitcase is placed on a bed, and the cat seems to be enjoying its time in the luggage.",A cat sitting on top of a suitcase on a bed. | A cat sitting on top of a suitcase on a bed | A very cute cat sitting on a piece of luggage. | The black and white cat sits on a black luggage bag. | a large black and white cat on top of a black suitcase
139623,LLaVA-1.5-7B,"The image features a train parked on a grassy field near a house. The train is positioned in the middle of the scene, with a few people scattered around the area. Some of the people are closer to the train, while others are further away. The scene appears to be a mix of a park and a train station, with the train serving as the focal point.","The image features a train parked on a grassy field near a house. The train occupies a significant portion of the scene, stretching from the left to the right side. The house is located behind the train, and there are two people in the scene, one closer to the train and the other further away. A bench can be seen in the middle of the field, and a backpack is placed on the ground near the person closer to the train.",A passenger train stopped at a stop next to a grassy field. | a train is stopped by a house across a large field | a train driving by a house with a well kept lawn | A big building on some grassy field during the day. | A residential house next to some trees and a field
404349,LLaVA-1.5-7B,"A cat is curled up and sleeping in a blue laundry basket. The basket is filled with clothes, and the cat is surrounded by them. The cat is positioned in the center of the basket, and the clothes are scattered around it.","A cat is curled up and sleeping in a blue laundry basket. The basket is filled with clothes, including a teddy bear. The cat is surrounded by the clothes, making it appear as if it is sleeping on top of the clothes.",A tray with a brown cat sleeping on top of a teddy bear inside | The kittens are taking a nap in the basket. | A cat asleep on a teddy bear in a laundry basket. | A cat laying inside of a white laundry basket. | A cat sleeps in a laundry basket on top of a stuffed animal. 
120420,LLaVA-1.5-7B,"The image features a man holding a cell phone up to his face, capturing a selfie. He is wearing a green shirt and appears to be in a park-like setting. There are several other people in the background, some of whom are carrying handbags. The scene is lively, with people enjoying their time outdoors.","A man is holding a cell phone up to his face, capturing a selfie. He is wearing a green shirt and a watch. The scene also includes other people in the background, some of whom are carrying handbags.",A man holding a silver flip phone open in front of his face. | A guy in a green shirt holding his cell phone to take a picture. | A man in a green shirt is taking a picture with his cell phone. | Man in a park taking a picture with his phone. | Individual is doing something at the moment that is intriguing.
38252,LLaVA-1.5-7B,"The image features a white Apple laptop computer sitting on a bed. The laptop is open, and its logo is clearly visible on the top. The bed appears to be a blue blanket, providing a comfortable setting for the laptop.","A white Apple laptop is sitting on a bed. The laptop is open, and the Apple logo is visible on the top. The bed is covered with a blue blanket, and the laptop is placed on top of it.","A picture of an Apple computer with a black background. | A gray laptop with an apple in the center of the lid sits on a dark surface. | The silver cover of an Apple laptop computer  | Top of an apple laptop against a black background. | A closed, white Apple laptop lies on a wrinkled surface."
290248,LLaVA-1.5-7B,"The image depicts a bustling city street filled with people walking around and engaging in various activities. There are numerous individuals scattered throughout the scene, some carrying handbags and backpacks.

A few people are standing near a building, possibly waiting to enter or exit. The street is lined with shops, and there are several umbrellas set up, providing shade for the pedestrians.

A car can be seen parked on","The image depicts a bustling city street filled with people walking around and engaging in various activities. There are numerous individuals scattered throughout the scene, some carrying handbags and backpacks. 

A few people are standing near a building, possibly waiting to enter or exit. A car is parked on the side of the street, and a few chairs can be seen in the area. The overall atmosphere is lively and energetic, typical of a busy",A crowd of people standing in the middle of a street. | A crowd of people are walking through a covered sidewalk. | People walk down a crowded street at a festival | A large crowd is walking in the street for a festival | Several people are grouped together in a public area.
343229,LLaVA-1.5-7B,"The image features a pile of luggage, including a red and black backpack, a red and black duffle bag, and a red and black suitcase. The luggage is placed on a brick floor, possibly in a living room. The backpack is positioned on the left side of the pile, while the duffle bag is located in the middle, and the suitcase is on the right side. The scene suggests that the owner of these bags","The image features a pile of luggage, including a red and black backpack, a red and black duffle bag, and a red and black suitcase. The luggage is placed on a brick floor, possibly in a living room. The backpack is positioned on top of the pile, while the duffle bag and suitcase are placed below it. The scene suggests that the owner of the luggage is either packing or unpacking their",A large red bag on the ground in a room. | Three luggage bags are next to a taped box. | Several pieces of luggage on carpet in front of a fireplace. | A bunch of luggage sitting on the ground. | a red bag is on the floor in a room
36252,LLaVA-1.5-7B,"The image captures a beautiful beach scene with a woman in a black wetsuit standing in the water, holding a surfboard. She is wearing a black wetsuit and appears to be enjoying her time in the ocean. 

There are several other people in the scene, some of them are also wearing wetsuits, while others are not. A few surfboards can be seen in the water, with one near the woman and another further away. The","The image features a woman in a wetsuit standing in the ocean, holding a surfboard. She is wearing a black and red wetsuit, and the surfboard is red and white. The ocean is filled with waves, and there are several other people in the water, some of them also holding surfboards. The scene captures the excitement and enjoyment of surfing and spending time in the ocean.",A woman wading through water holding a surfboard. | A woman carries a surfboard into the ocean. | there are many surfers riding waves in the water | A woman carrying a surfboard out into the ocean. | A couple of people on surf boards on a beach.
336102,LLaVA-1.5-7B,A pizza with a Mickey Mouse design on top is sitting in a box. The pizza is covered in cheese and has a few black spots. The box is placed on a dining table.,A pizza with a Mickey Mouse design on top is sitting in a box. The pizza is covered in cheese and has a few black spots. The box is placed on a dining table.,"A mouse head shapped pizza sitting in a box. | A pizza in a box is shaped like Mickey Mouse.  | A large pizza in the shape of cat face with two ears, | A pizza made in the shape of Mickey Mouse. | A picture of a pizza in the shape of mickey mouse's head."
197263,LLaVA-1.5-7B,"The image features a man wearing a camouflage tie with a blue shirt. The tie is tied in a knot, and the man is wearing a blue shirt underneath. The tie is positioned in the center of the image, and the man is standing in the foreground.",A person wearing a blue shirt and a camouflage tie. The tie is loosely tied around the person's neck.,A man wearing a shirt and tie with long hair. | Black and white photo of patterned neck tie being worn | This is a black and white photo of a man wearing a tie. | Man in a suit and dress shirt standing still.  | man wearing denim shirt and tie with spots
234169,LLaVA-1.5-7B,"The image showcases a display case filled with a variety of doughnuts. There are at least 14 doughnuts visible in the case, each with different flavors and toppings. The doughnuts are arranged in a visually appealing manner, with some placed closer to the front and others further back in the case. The assortment of doughnuts offers a delightful selection for customers to choose from.","The image showcases a display case filled with a variety of doughnuts. There are at least 13 doughnuts visible in the case, each with different toppings and flavors. The doughnuts are arranged in a visually appealing manner, with some placed closer to the front and others further back in the case. The display case is likely found in a bakery or a similar establishment, offering customers a wide selection of delicious treats.",Dozens of donuts are under a glass display case. | A doughnut display case is shown with a varitey. | a few trays of doughnuts under some glass | A display case of many different kinds of a donuts.  | A doughnut case at a shop with many offerings
96711,LLaVA-1.5-7B,"A woman is sitting on a bench, eating a sandwich. She is wearing a hat and a brown jacket. There are several other people in the scene, some of whom are riding bicycles. A handbag is placed on the bench next to the woman. The setting appears to be a busy street with various modes of transportation, including bicycles and a car.","A woman is sitting on a bench, eating a sandwich. She is wearing a hat and a brown jacket. There are several other people in the scene, some of whom are riding bicycles. A handbag is placed on the bench next to the woman. The setting appears to be a busy street with various modes of transportation, including bicycles and a car.",A woman is sitting outdoors eating some food.  | Woman eating food sitting on park bench with bikes in background. | A woman eating a sandwich on a bench near the street. | A woman sitting on bench eating food with people riding bikes behind her. | The woman is eating outside on the bench. 
332300,LLaVA-1.5-7B,"The image features a clock mounted on the side of a building. The clock is positioned near the top of the building, making it easily visible. The clock face is blue, and it displays the time as 12:21. The building's architecture adds a sense of grandeur to the scene.","The image features a clock mounted on the side of a building. The clock is positioned near the top of the building, making it easily visible to passersby. The clock's face is blue, and it displays the time as 12:21. The building's architecture adds a sense of grandeur to the scene.",A clock mounted on the side of a tall building under a blue sky. | The bell tower has a clock displayed on the side.  | A clock on the front of a large tower. | A building clock with military time and a bell above it. | A large bell hangs over a clock on the side of a stone wall.
527573,LLaVA-1.5-7B,"The image features a yellow fire hydrant situated on a city street. A man is standing next to the fire hydrant, possibly waiting for a taxi. The street is lined with various objects, including a statue, a bench, and a few potted plants. There are also a couple of chairs and a dining table in the scene. A backpack can be seen on the ground, possibly belonging to the man standing next to the fire hydrant.","The image features a yellow fire hydrant on a city street, located near a sidewalk. A man is standing next to the fire hydrant, possibly waiting for someone or just passing by. There are several other people in the scene, some of them closer to the fire hydrant, while others are further away.

In the background, there are two chairs, one near the center of the image and the other towards the right side. Additionally, there is a backpack placed on",a man is standing near a yellow fire hydrant outside | A yellow fire hydrant sitting on the side of a road. | A man is standing in front of a statue. | There is a man standing alone near statues. | A man standing in front of a statue near a metal pole.
382207,LLaVA-1.5-7B,"The image features a dining table filled with various plates of food, including bread, vegetables, and meat. There are multiple bowls and plates containing different dishes, and a bottle of oil is placed on the table. The table is set with silverware, including forks and knives, and a spoon is also visible.

There are two people in the scene, one on the left side and the other on the right side of the table. The table","The image features a dining table with a variety of food items and utensils. There are several plates of food, including bread, vegetables, and a bowl of soup. A bottle of oil is placed on the table, and a wine glass is also visible.

Utensils such as a fork, knife, and spoon are spread across the table, indicating that the meal is ready to be enjoyed. A person can be seen in the background",Many plates of different foods are on the table. | A table served with bread and various plates of food | A variety of food is sitting on the table with a few drinks.  | Several partially served plates of food sit in the middle of a dining table. | A table with plates of food sitting on it.
145604,LLaVA-1.5-7B,"The image depicts a busy street scene with a man pushing a cart filled with bananas. The cart is filled with numerous bunches of bananas, and the man is walking down the street, likely selling the bananas.

In the background, there are several people walking around, and a few handbags can be seen in the scene. The overall atmosphere suggests a lively and bustling street market.","The image depicts a man pushing a cart filled with numerous bunches of bananas. The bananas are arranged in various positions, with some bunches being closer to the front of the cart and others further back. The man is actively pushing the cart, likely transporting the bananas to a nearby location.",A man pushing a four wheeled art full of bananas. | a person pushing a cart with many bunches of bananas | an image of a man holding a cart of bananas | A man pushes a cart with wheels with bananas. | A man wheels a cart of banana bunches through the street.
222340,LLaVA-1.5-7B,"The image depicts a busy street with a pink bus driving down the road. The bus is surrounded by various vehicles, including cars and other buses. There are several people visible in the scene, some of them standing near the bus, while others are scattered throughout the street. The street is bustling with activity, showcasing the lively atmosphere of the city.","The image depicts a busy street with a pink bus driving down the road. The bus is surrounded by various vehicles, including cars and other buses. There are several people visible in the scene, some of them standing near the bus, while others are scattered throughout the street. The street is bustling with activity, showcasing the lively atmosphere of the area.",A passenger bus traveling down a street behind a red car. | A pink bus is behind a pink car on a road. | A pink bus with Arabic writing on the side of it. | A pink bus travels down a busy street. | A bus and others vehicles are sitting in traffic. 
152946,LLaVA-1.5-7B,"The image features a snowy ski slope with two people standing on the snow. One person is holding a snowboard, while the other person is holding a pair of skis. There are several other skis and snowboards scattered around the area, indicating a popular skiing and snowboarding spot. The scene also includes a bench and a backpack, possibly belonging to the people enjoying the winter sports.","In the image, two people are standing on a snow-covered slope, each holding a snowboard. They are surrounded by numerous skis and snowboards, indicating a popular skiing and snowboarding location. The people are wearing winter clothing, including jackets and gloves, to protect themselves from the cold weather. The scene captures the excitement and enjoyment of winter sports.","A man and woman standing on top of a snow covered slope. | Two snowboarders with their snowboards standing in the snow. | two people standing near one another holding skis | Numerous individuals are appreciating life and having an incredible minute. 
 | Two snowboarders posing for a picture in the snow."
166509,LLaVA-1.5-7B,"The image depicts a scenic road surrounded by trees and a forest. There is a traffic light hanging above the road, and a sign is visible on the side of the road, possibly indicating a one-way street. The road appears to be empty, with no cars or pedestrians visible in the scene.","The image features a street with a traffic light hanging above it. The traffic light is currently red, indicating that vehicles should stop. The street is surrounded by trees, creating a serene atmosphere. There is a car on the road, and a person can be seen standing near the traffic light. The scene captures the essence of a typical urban environment with traffic control measures in place.",A traffic light sitting on the side of a road next to a tree. | A country road at a traffic light in the sun. | a road with some trees on both sides of it  | A stop light on a road in the middle of a forest. | A road in the middle of a beautiful green forest
387515,LLaVA-1.5-7B,"The image features a large, old-fashioned bus driving down a street. The bus is positioned in the center of the scene, occupying a significant portion of the image. The street appears to be a busy urban area, with several people visible in the background, some of them carrying handbags. The overall atmosphere suggests a bustling city environment.","The image features a large, old-fashioned bus driving down a street. The bus is the main focus of the scene, occupying a significant portion of the image. The street appears to be a busy urban area, with a few other vehicles visible in the background.",The blue and white bus is travelling down the street. | Bus riding through the street attached to wires above | The bus is driving on the city street. | An old bus rigged out to run on overhead electrical lines | A blue and white city bus traveling down the street. 
22718,LLaVA-1.5-7B,"The image captures a small red and white airplane flying low over a grassy field. The airplane is positioned in the middle of the scene, with its wings visible. The sun is setting in the background, casting a warm glow over the scene. The grassy field extends across the entire image, providing a picturesque backdrop for the airplane's flight.","The image features a small red and white airplane flying low over a grassy field. The airplane is positioned in the middle of the scene, with its wings visible. The sun is setting in the background, casting a warm glow over the scene. The airplane appears to be flying at a low altitude, possibly preparing for landing or taking off from a nearby airstrip.",The airplane flies low to the ground during sunset. | The plane came in for a landing as the sun set. | An airplane landing in grass during the sun set. | A small airplane landing in a field at sunset | A plane flying with a sunset in the background
168692,LLaVA-1.5-7B,"The image features two young boys standing next to each other, each holding a surfboard. They are both wearing red shirts, and the surfboards are white. The boys seem to be enjoying their time together, possibly preparing for a surfing session.","The image features two young boys standing next to each other, each holding a surfboard. The surfboards are of different sizes, with one being larger and the other smaller. The boys are likely preparing to go surfing or have just finished a surfing session.",Two boys carrying a surfboard on the beach. | two young boys walking around with a surfboard. | Two boys are carrying a surf board between them. | Two young boys carrying red and white surfboard. | Two children carrying a surf board together across a grassy area.
311883,LLaVA-1.5-7B,"The image features a train traveling down the tracks, with a yellow and black engine pulling a yellow and black train car. The train is moving through a rural area, with a clear blue sky above. The scene captures the essence of a typical day in the life of a train, as it continues its journey.","A train is traveling down the tracks, with a yellow and black engine pulling a yellow and black train car. The train is moving through a rural area, with a blue sky visible in the background.",A train moving along a track during the day. | A train passes by a road on a railroad track | Yellow train engine hauling freight cars past a level crossing.  | A large long train on a steel track. | A yellow train engine pulling train cars over road.
386912,LLaVA-1.5-7B,"A woman is sitting at a desk in front of a computer, working on a document. She is wearing glasses and a blue shirt. The desk is cluttered with various items, including a keyboard, a mouse, and a cell phone. There are also several books scattered around the desk, and a cup can be seen on the desk as well.","A woman is sitting at a desk, working on a computer. She is wearing glasses and a blue shirt. The desk is cluttered with various items, including a keyboard, a mouse, and a cell phone. There are also several books scattered around the desk. The woman appears to be focused on her work, possibly in a home office setting.",a person sitting at a desk with a keyboard and monitor  | a woman at her desk sits intently and happy | A woman sitting at a desk in her work station | The woman is working on her computer at the desk. | a woman is sitting in front of a desk
232865,LLaVA-1.5-7B,"The image features a delicious slice of cake on a white plate, accompanied by a fork. The cake is topped with chocolate, and it appears to be a dessert. The plate is placed on a dining table, and there is a cup nearby. The scene also includes a bottle, possibly containing a beverage, and a cup, which could be used for drinking.","A slice of cake is placed on a white plate, accompanied by a fork. The cake is topped with chocolate, and there is a cup nearby. The scene takes place on a dining table.",A plate with a slice of cake on top of it next to a fork. | A slice of cake and a fork on a plate. | A nice slice of cake on a plate with a fork. | A piece of cake with layers sits on a white plate with a silver fork. | A delicious piece of tiramisu being displayed on a white plate.
250758,LLaVA-1.5-7B,"The image features a zebra standing in a grassy field. The zebra is the main focus of the scene, occupying a significant portion of the image. The field appears to be a part of a zoo, as there are a few other animals in the background, including a bird and a horse. The zebra is positioned near the center of the image, with the other animals scattered around it.","The image features a zebra standing in a grassy field. The zebra is the main focus of the scene, occupying a significant portion of the image. The field appears to be a part of a zoo, as there are two other zebras in the background, one on the left side and the other on the right side of the image. The zebras are standing in a dirt area, which adds to the overall atmosphere of the scene.",A zebra standing on a grass covered field. | The zebra is standing in the field with another zebra laying down in the background.  | a couple of zebras stand on a grass land  | A zebra stands while another zebra lays down nearby.  | A zebra with a left side pose while standing in a field.
149785,LLaVA-1.5-7B,"The image features a large elephant walking down a dirt road. The elephant is the main focus of the scene, occupying a significant portion of the image. The dirt road appears to be a part of a zoo enclosure, as there are several fences visible in the background. The fences are arranged in a way that creates a sense of depth and enclosure for the elephant.","The image features an elephant walking on a dirt path. The elephant is the main focus of the scene, occupying a significant portion of the image. The path appears to be a part of a zoo enclosure, as there are several fences visible in the background. The fences are arranged in a way that creates a sense of enclosure for the elephant.",A small elephant is walking in an enclosure by the fence. | THIS IS A PICTURE OF A VERY YOUNG BABY ELEPHANT WALKING ALONG A FENCE | An elephant walking along a fence line away from the camera man.  | An elephant walking in an enclosure in the sun | An elephant walks next to a fence in a field.
102235,LLaVA-1.5-7B,"The image features a woman and a little girl sitting at a dining table, blowing out candles on a birthday cake. The cake is placed in the center of the table, and the woman is holding the little girl as they celebrate the special occasion. 

There are several other people in the scene, some of them standing around the table, while others are seated. A chair is visible near the right side of the table. The atmosphere appears to be joy","The image features a woman and a little girl sitting at a dining table, blowing out candles on a cake. The cake is placed in the center of the table, and the woman is holding the little girl as they celebrate the occasion. The table is surrounded by chairs, and there are two potted plants in the room, one near the left side and the other near the right side.",Young girl gets ready to blow out candles as family watches | Young girls are sitting around a birthday cake. | a small child blowing out the candles on a cake | A woman and a young girl are blowing out candles on a cake as others watch. | A mother and daughter blowing out candles on a sheet cake.
359626,LLaVA-1.5-7B,"The image features a red stop sign on a street corner, with a white sign underneath it. The stop sign is positioned on the side of the road, and there are several cars parked or driving nearby. In addition to the cars, there are two trucks visible in the scene. The street is lined with trees, providing a pleasant atmosphere.","The image features a red stop sign on a street corner, with a white sign underneath it. There are two cars parked on the street, one closer to the left side and the other further down the road. A fire hydrant is located near the right side of the scene. Additionally, there are two trucks parked on the street, one in the middle and the other closer to the right side.",A five way stop sign on a street corner lined with trees | A city warning sign is displayed on a street. |  a stop sign on a wooden pole with a street name stenciled on it | A red stop sign sitting on the side of a road. | A red stop sign that is on top of a pole.
35197,LLaVA-1.5-7B,"The image features a young man riding a skateboard on a ramp, likely at a skate park. He is wearing a pair of jean shorts and a white shoe. Another person can be seen in the background, possibly watching the skateboarder or waiting for their turn. The skateboarder is in the middle of the ramp, showcasing his skills and enjoying the activity.","A person is riding a skateboard on a ramp, performing a trick. The skateboarder is wearing shorts and a white shoe. Another person is standing nearby, watching the skateboarder. The scene takes place in a skate park.",A person on a skateboard rides down a ramp. | Black and white photograph of person on a skateboard. | Person riding on edge of skateboard about to do a trick | A man is standing on a skateboard at a skate park. | A black and white photograph of a person wearing DC shoes on a skateboard in the sun. 
443101,LLaVA-1.5-7B,"The image features a cow standing on a grassy hillside, overlooking a mountain range. The cow is positioned near the center of the scene, while the mountains can be seen in the background. The sky is blue, and the overall atmosphere is serene and picturesque.","The image features a cow standing on a grassy hillside, overlooking a mountain range. The cow is positioned near the center of the scene, with the mountain range stretching across the background. The sky above the cow is blue, creating a serene atmosphere.",Two cows are in a mountainside field with snow-covered mountains in the background.  | A white cow stands by a brown and white donkey looking over a hill.  | A white bull and a donkey are in a field at a very high altitude.  | A large white cow standing on top of a lush green hill. | A bull standing near a donkey on a mountain top.
209044,LLaVA-1.5-7B,"The image shows a young boy and a young girl playing a video game together in a living room. The boy is standing on the left side of the room, while the girl is standing on the right side. They are both holding Wii remotes, which are used to play the game.

The living room is furnished with a couch located in the background, and a TV is mounted on the wall. There are several books scattered around the room, and a cell phone can be","The image features a young boy and a young girl playing a video game together in a living room. The boy is standing on the left side of the room, while the girl is standing on the right side. They are both holding Wii remotes, which are used for the game.

The living room is furnished with a TV on the left side, a couch in the background, and a chair near the right side of the room. There are also several books scattered around the",Two young children are playing a video game. | a couple of children are playing a video game  | A boy and a girl play a video game together. | Two small children playing a game on a video game console.  | Two children playing baseball in the Wii Sports video game.
187776,LLaVA-1.5-7B,"The image depicts a group of people gathered in a room, enjoying a social event. There are at least 12 people in the scene, with some standing and others sitting. A man is standing near a table, holding a wine glass, while another man is sitting at the table, eating a sandwich. 

The room features a dining table with a bowl, a wine glass, and a cup on it. There are also a few cups and","The image depicts a group of people gathered in a room, enjoying a social event. There are at least 13 people in the scene, with some standing and others sitting. A man is standing near a dining table, which has a bowl of food on it. The table also has a wine glass and a cup. Another dining table is visible in the background.

In the room, there are two chairs, one near the center and the other towards",A bunch of people are gathered around many tables inside of a building.  | a man that is sitting at a table | A group of men stand at small tables drinking wine. | Convention with people standing at table with refreshments | a number of people standing up at small tables 
