image_id,model,baseline_caption,grounded_caption,reference_captions
000000357542,Qwen2.5-VL-3B,"A man and his dog are sitting in the snow next to their car, with the dog looking up at him.","A man wearing a black beanie and gloves is sitting in the snow next to his car, which is covered in snow. He is holding a large, white dog with a thick coat of fur. The scene appears to be set in a residential area with other cars parked nearby and snow-covered trees in the background.",A man kneeling with his dog in the snow. | A man kneeling by its dog on the snowy ground. | A man pets his dog while squatting in deep snow. | A man and a dog sitting in a street covered in deep snow. | A man pets a dog while sitting in the snow.
000000261558,Qwen2.5-VL-3B,"A man is looking into an open refrigerator, which contains various food items such as jars and bottles. The refrigerator door has a sign that reads ""Nice or Leave Thank You.""","A man is looking into an open refrigerator filled with various food items. The refrigerator door has a sign that reads ""PLEASE NICE OR LEAVE."" The man is wearing a dark-colored shirt.",A man peering into a refrigerator full of food. | A man is looking into a home refrigerator | A guy opens the refrigerator to look inside.  | A man is looking inside of a refrigerator. | Man with a black shirt on opening the door to a refrigerator. 
000000426795,Qwen2.5-VL-3B,A man is eating a sandwich in a restaurant booth.,"A person with glasses is holding a large sandwich in front of their face. They are wearing a gray t-shirt with a graphic design on it. The setting appears to be a diner or a casual dining establishment, as indicated by the background elements such as a counter, a menu board, and a phone. There is also a reflection of another person in a mirror behind the main subject.",A man eating a giant piece of bread. | A guy is hold up a big pastry to is mouth.  | A person is eating a gigantic pastry next to a chair. | A young man with long hair taking a bite out of a full loaf of bread. | Man in a hotel room about to bite into a large pastry.
000000343455,Qwen2.5-VL-3B,"A slice of pizza with cheese, pepperoni, and green peppers on a purple plate.","The image shows two slices of pizza on a purple plate. The pizza has a golden-brown crust and is topped with melted cheese, chunks of meat (possibly pepperoni), and green bell peppers. The cheese appears to be slightly browned in some areas, indicating it has been baked. The pizza slices are placed side by side on the plate, with one slice slightly overlapping the other. The background is blurred, focusing attention on the pizza slices.",The featured dish contains several unusual fresh ingredients. | A close up of a plate with two slices of pizza. | A purple plate holding two slices of pizza. | A couple of slices of pizza on a purple plate. | A close up of a piece of pizza with bacon on a plate.
000000153072,Qwen2.5-VL-3B,"The image depicts a vibrant kite festival with various colorful kites flying in the sky, including a large octopus-shaped kite and a bird-shaped kite. The scene is set on a sandy beach with trees in the background and people enjoying the event.","The image depicts a vibrant kite festival with various colorful kites flying in the sky. The kites include a large, multicolored kite shaped like a fish, a blue octopus kite, and several smaller kites of different shapes and colors. The background features a clear blue sky, green trees, and a sandy beach area where people are gathered to watch and participate in the event. There are also some vehicles parked near the beach.",Some very colorful and large kites being flown on a beach. | A group of large kites and balloon floats flying in the sky. | People are on the beach while several kites are flying. | Colorful kites flying over a beach on a sunny day | A crowd of people flying colorful intricate kites.
000000348379,Qwen2.5-VL-3B,"A group of people holding signs that say ""Stop Foreclosures"" and ""Stop Evictions.""","The image shows a group of people holding signs that read ""STAND TOGETHER STOP FORECLOSURES STOP EVICTIONS."" The signs are red with white text and black arrows pointing to the right. The individuals are standing on steps, and one person is wearing a red shirt and a black beanie. The background includes other people and a building.","Group of protesters with red and white signs on concrete steps.  | A number of people standing around with signs. | A group of people standing on steps holding signs. | A protest to ""stand together and stop evictions."" | A man standing near a group of people with picket signs."
000000333845,Qwen2.5-VL-3B,"A basket of bananas and apples with the word ""Amendoas"" written on it.","The image shows a basket filled with bananas and apples. The bananas have some brown spots, indicating they might be overripe. The apples are yellow and appear to be fresh. The background is a plain, light-colored wall.",A basket fill with different types of fruit. | There are bananas and other fruit that is inside if the basket | Pears and bananas are in a wooden bowl. | Some bananas and pears are in the basket | a basket of bananas and some apples on a table
000000196799,Qwen2.5-VL-3B,A train is coming out of a tunnel.,"The image depicts a train emerging from a brick tunnel. The train is black with the number ""70007"" visible on its front. The tunnel has a metal roof and is surrounded by greenery, including bushes and trees. The ground outside the tunnel is covered in grass.",A train engine parked under a passage way on some tracks. | a train that is parked on a track that is  under a overpass  | A train sitting on the track under a bridge  | A train that is going through a tunnel. | Locomotive parked under a brick bridge in a secluded spot.
000000250917,Qwen2.5-VL-3B,"A man and a woman are sitting at a table, each using their cell phones. The man is wearing a green striped shirt, while the woman is wearing a pink sweater. They appear to be in a restaurant or café with large windows behind them.","An older man in a green striped polo shirt is holding a flip phone, while an older woman in a pink sweater is also holding a flip phone. They are seated on a red cushioned bench with a patterned backrest. The setting appears to be indoors, possibly a restaurant, with large windows behind them showing trees outside. There is a cup of coffee on the table in front of the man.",There are two people sitting in a restaurant looking at cell phones. | A couple both looking at their cell phones while sitting in a booth at a cafe | An older man and woman sit in a restaurant booth using a cell phone. | a male and a female and their cellphones | Two people are sitting at a table at a restaurant.  The man in green is holding his cell phone and the woman in pink is holding hers.
000000066427,Qwen2.5-VL-3B,"A stop sign is hanging from a pole with two street signs above it, indicating the intersection of Virginia St and 7th Ave. The sky is clear blue in the background.","The image shows a stop sign with the word ""DRIVING"" written on it in white letters. The sign is attached to a pole at an intersection where two streets intersect. The street signs above the stop sign indicate that the intersection is between Virginia Street and 7th Street. The sky is clear and blue, suggesting a sunny day. There are trees and buildings visible in the background, indicating an urban or suburban setting.",A road sign on top of a stop sign  | A stop sign at the corner of two streets. | Stop sign at the corner of Virginia Street. | A stop sign under a street sign on a corner. | Altered STOP sign with street signs attached to it. 
000000574015,Qwen2.5-VL-3B,A train is traveling through a forested area.,"The image shows a train traveling through a lush, green forested area. The train is composed of multiple passenger cars, with the front car visible on the right side of the image. The surrounding landscape is dense with trees and foliage, creating a serene and natural environment. The train appears to be moving along a track that is partially obscured by vegetation.",A train traveling past a forest filled with green trees. | A train is coming around a bend in a wooded area. | Wooden train passing through a forested hilly area. | A long view of the side of a train as it snakes along a track. | A train passing by a heavily wooded area.
000000160828,Qwen2.5-VL-3B,"A woman in a blue bikini is surfing on a wave, with her left arm extended and her right leg bent as she rides the surfboard.","A woman in a blue bikini is surfing on a wave. She is standing on a white surfboard, riding the crest of the wave. The water around her is dark blue, indicating it might be early morning or late evening. The waves are breaking behind her, creating a splash.",there is a woman that is riding a surf board in the water | Woman surfing small wave in open ocean area. | The woman in the bikini is surfing through a wave.  | A young woman is having fun surfing a small wave. | A woman is surfing on a wave on the ocean.
000000503148,Qwen2.5-VL-3B,A hand is reaching for a slice of pizza on a piece of tinfoil.,"A hand is reaching out to grab a slice of pizza covered in pepperoni, which is placed on a piece of aluminum foil. The pizza is resting on a white surface with a black border, possibly an oven door. There is a bottle of red pepper flakes nearby.",This slice of pizza is rather large and ready to eat.  | A person holds their hand in front of a slice of pizza laying on tin foil. | Outstretched hand and large pizza sliced shown in comparison. | A palm-up hand in front of a giant slice of pizza. | A open palm hovers above a slice of pizza.  
000000229740,Qwen2.5-VL-3B,"A cat is sitting on a bathroom counter next to a sink, with a bottle of water and a bowl of food nearby.","A light orange cat sits on a bathroom countertop next to a sink. The cat is looking up at the camera with wide eyes. To the left of the cat, there is a blue bowl and a white bowl filled with cat food. On the right side of the sink, there is a bottle of water and a hand soap dispenser. Above the sink, there is a mirror reflecting part of the room.",A yellow striped cat sitting on a bathroom sink. | A cat makes a face as it sits on a bathroom counter. | A cat is sitting on a bathroom sink near a water bottle. | A cat is sitting on top of a bathroom sink. | Close up of a cat sitting on countertop in a bathroom
000000153697,Qwen2.5-VL-3B,A close up of the face of an old clock with ornate designs and numbers.,"The image shows a close-up of an ornate clock face with a wooden frame. The clock has a traditional design with Roman numerals from 1 to 12 around the outer edge. The center of the clock features intricate designs, including a circular pattern with floral motifs. The background behind the clock is dark, which makes the clock stand out prominently. The clock appears to be part of a larger piece of furniture, possibly a grandfather clock, given its size and style.",An ornate wood clock with carvings on the face. | A gold and brown clock shows 6:39 for the time. | This antique and ornate clock is displaying the time | This clock is only the face part of a grandfather clock  | A clock face where it is indicating it is almost six forty.
000000435185,Qwen2.5-VL-3B,"A green glass dish, vase with flowers and green glass bowl on a table.","The image shows a kitchen countertop with several items arranged on it. There is a green glass square container, a green glass rectangular dish, and a green glass oval dish. A white cloth with floral patterns serves as the tablecloth. In the center of the arrangement, there is a clear glass vase holding a bouquet of flowers, which includes a red rose and some green leaves. The background features a kitchen setting with cabinets and an oven.",a collection of green tinted glass with some flowers in the vase | Four pieces of green glass kitchen ware on a counter. | A table with three glass bowls and a vase. | A table with flowers in a vase and three glass dishes. | There are three dishes and a vase with two roses on the table. 
000000357041,Qwen2.5-VL-3B,A bluebird is perched on a branch in the winter.,"The image shows a bluebird perched on a branch with a blurred background of trees and branches. The bird has a blue head, orange breast, and black wings.","A lone, blue and orange bird sits on a bare tree. | The colorful bird is perched on the delicate branch. | A small blue, brown and white bird sitting on a branch. | A SMALL ORANGE AND BLUE BIRD HANGING ON A BRANCH  | A small blue bird sits in a leafless tree"
000000253770,Qwen2.5-VL-3B,"Two men are playing a video game, one in a white shirt and the other in a black shirt, both holding Wii remotes. They are standing in front of a large screen displaying a game. The setting appears to be an indoor gaming area with other people in the background.","Two men are standing in front of a video game machine, each holding a white game controller. The man on the left is wearing glasses, a black shirt with a graphic design, and jeans. The man on the right is wearing glasses, a white jacket, and brown pants. They appear to be engaged in playing a video game. In the background, there is a television screen displaying a game interface, and other people are visible in the distance.",Two young men holding Nintendo Wii controllers standing next to each other. | Two men wearing glasses are playing the video game wii. | Two men holding Wii controllers in a bar. | Two men hold video game remote controllers at a convention. | Two young men are playing a game on the Wii.
000000524962,Qwen2.5-VL-3B,"A man is skateboarding on a beach, wearing a surfboard-shaped helmet and shorts with a surfboard attached to his back. He is surrounded by people watching the event.","A man wearing a surfboard-shaped helmet is skateboarding on a beach. He is holding a surfboard in his left hand. There are several people sitting on chairs in the background, watching him. The scene includes palm trees, a house with a green roof, and a cloudy sky.","Surfer is on rollerblades, holding a surf board. | A man holding a lie surfboard while riding a skateboard. | A man wearing roller skates, a helmet, and a surfboard holding a rope. | The surfer is being towed on his skateboard. | A person with a surfboard and skateboard on a street."
000000206433,Qwen2.5-VL-3B,"Two men are standing next to each other, one wearing a red tie and the other wearing a gray tie.","The image shows two men standing side by side. The man on the left is wearing a gray checkered shirt with a red tie and a brown cap. The man on the right is wearing a dark jacket over a pink shirt and has curly hair. Both men appear to be smiling at the camera. In the background, there is another person partially visible, wearing a leather jacket. There is also a refrigerator in the background.",a close up of two people wearing ties  | Two men wearing ties pose for a picture | A couple of men standing next to each other. | A couple of men with ties and suits. | Two persons in formal dress posing for a photograph.
000000304389,Qwen2.5-VL-3B,"The image shows a bathroom with a blue countertop and a window above it. There is a toilet to the right side of the image, and various items such as bottles, a box, and toys on the countertop. The bathroom has a modern design with light-colored walls and a tiled backsplash.","The image depicts a bathroom with a light blue countertop and a window above it. The window has a white frame and is divided into three panes. Below the window, there is a small shelf with various items on it, including a small figurine, a candle holder, and a small box. To the right of the window, there is a toilet with a blue seat cover. The walls are painted in a light color, and there is a light fixture on the ceiling.","A bathroom depicting a vanity, window and a toilet. | There are items on this bathroom shelf and a window is above the shelf.  | Massage tools sit on the counter of the clean bathroom. | A dresser drawer that has toys on top of it. | A window in a house sitting over a counter top."
000000051258,Qwen2.5-VL-3B,"A baseball player in a white uniform is running towards home plate, with his bat raised above him. He is wearing a red helmet and has a number 4 on his jersey. The catcher, dressed in black, is crouched behind the batter, ready to catch the ball. The umpire is positioned behind the catcher, observing the play. The scene takes place on a dirt field with grassy areas around the bases.","A baseball player in a white uniform with the number 4 is running towards home plate. The player has just hit the ball with a bat that is visible in the air above them. The catcher, wearing a black uniform, is crouched behind the home plate, ready to catch the ball. The umpire, also in black, is positioned behind the catcher, observing the play. The scene takes place on a dirt infield with grass in the background.","A baseball player tossing a bat next to home plate. | The bat flies away from the batter at home plate.  | The batter threw the bat after he hit the ball. | a man is throwing a bat at a baseball game | A man playing baseball, swinging his bat at the plate"
000000215062,Qwen2.5-VL-3B,Two plates of food with broccoli and potatoes on them.,"The image shows two plates of food on a wooden table. The plate on the left contains roasted vegetables, including broccoli, potatoes, and possibly some dried fruits or berries. The plate on the right has roasted vegetables similar to those on the left, along with what appears to be a piece of bread or flatbread. Between the plates is a glass filled with a dark liquid, likely a beverage.",Two white plates topped with food on a wooden table. | Lunch consists of bright green and yellow vegetables. | Prepared salads and bread sit on a table. | Plates of food with vegetables sitting on a wooden counter. | Two Two white plates of food with mixed vegetables and meat. 
000000029430,Qwen2.5-VL-3B,A cell phone is sitting in a bowl full of blue beads.,The image shows a pink bowl filled with blue beads. A black flip phone is placed on top of the beads. The beads have a pattern of small holes and blue dots.,a close up of a pot with a cell phone  | A cell phone in a bowl of blue beads.  | A cell phone is sitting in a bowl filled with blue things. | a cell phone laying in a bowl of beads | A cell phone sitting in a clay pot full of beads.
000000296745,Qwen2.5-VL-3B,"A group of people, including tourists, are gathered around an elephant in front of a temple-like structure. The elephant is being led by a handler, and the tourists are taking pictures and observing the animal. The scene appears to be set in a warm climate, possibly during the day.","The image depicts an elephant standing in front of a stone structure with columns. Several people are gathered around the elephant, some taking photos. The setting appears to be a historical or cultural site, possibly a temple or ancient ruins. The people are dressed casually, and one person is wearing an orange shirt. There is a bell hanging from the elephant's trunk.",A very large elephant reaching its trunk out to a crowd. | An elephant greeting tourists at an old temple | there are many people looking at a elephant  | Elephant using its trunk to interact with tourists. | A group of people standing next to a elephant.
000000376939,Qwen2.5-VL-3B,"A young boy in a red shirt is surfing on a white surfboard with a red triangle design, while an adult in a black wetsuit stands behind him, clapping and cheering. The scene takes place in the ocean with waves crashing around them.","A man in a black wetsuit stands behind a young boy in a red shirt, both on a surfboard. The boy is riding a wave, while the man claps his hands. The ocean waves are visible in the background.",a little boy in shallow water on a surf board | A boy is surfing while a man cheers him on. | A young boy who is surfing on a surfboard. | This is a man teaching a smaller child to surf. | A man is behind a young boy trying to ride a surfboard.
000000251736,Qwen2.5-VL-3B,"The image shows a street sign for Cesar Chavez Avenue with a sign for a burger restaurant above it. The sky is clear and blue, indicating it's daytime.","The image depicts a street scene with several notable elements:

1. **Signage**: 
   - A large, colorful signboard for ""Bolo Burger"" is prominently displayed.
   - Below the signboard, there is a blue street sign indicating ""Cesar E. Chavez Av."" and ""2000 E.""
   - Another smaller signboard is visible on the right side of the image.

2. **Traffic Light**: 
   - There is a traffic light mounted on a pole",A sign on top of a restaurant next to a traffic light. | A variety of signs on a street corner. | A sign advertising an eatery in which people can eat burgers. | A street sign with a traffic light and store signs behind it | A display sign of a food joint and Cesar E Chavez Av
000000061520,Qwen2.5-VL-3B,"The image depicts a busy city street with tall buildings and various signs, including a blue sign pointing to the right and a red sign indicating no left turn. There is also a traffic light visible in the scene.","The image depicts an urban street scene with several notable features:

1. **Buildings**: There are tall buildings in the background, including a prominent red-brick building with large windows and a sign that reads ""新光三越"" (Shin Kong Three越). Another building to the left has a blue sign with white text, indicating directions to ""臺北車站"" (Taipei Station).

2. **Street Signs**: There is a blue directional sign pointing towards Taipei Station, along with","A street going through a city with tall buildings. | Shot of various traffic signs and traffic light in city area. | A street intersection in some Asian city somewhere in Asia. | street signs and a street light hanging on a metal pole above a street. | Large, tall buildings stand close together in an Asian city."
000000198204,Qwen2.5-VL-3B,A row of vintage ovens on display in a store.,"The image shows several vintage-style ovens arranged on a yellow shelf in what appears to be a store or a showroom. The ovens vary in color and design, including white, black, and brown. They have a retro aesthetic with dials and knobs for control settings. The ovens are positioned side by side, with some having glass doors that reveal the interior cooking surfaces. The floor is concrete, and there are other kitchen appliances visible in the background.",A row of ovens sitting inside of a warehouse. | Several ovens lined up together in a room. | A number of models and colors of stoves.  | A row of different kind of kitchen stoves with different styles and colors. | A warehouse lined with many different colored stoves.
000000534127,Qwen2.5-VL-3B,A man is playing frisbee in a grassy field with two other people nearby.,"In the image, there is a man in the foreground wearing a backpack, a white shirt, and blue jeans, attempting to catch a white frisbee that is flying towards him. He has dark hair and is looking up at the frisbee. In the background, there are two other people: one person is wearing a colorful shirt with a rainbow pattern and black pants, and another person is wearing a brown shirt and pink shorts. They appear to be standing on a grassy hillside with",A man in a field ducking from a frisbee | A man standing behind a white frisbee on a lush green field. | A group of people plays frisbee golf in a grassy field. | a man wearing a backpack looking at a frisbee in front of him  | an image of a group of people in the woods playing with frisbee
000000296014,Qwen2.5-VL-3B,"A group of people are riding in an inflatable raft on a river, with two individuals paddling and one person sitting at the back. The raft is moving through the water, creating splashes around it.","A group of people is rafting on a river in a green inflatable boat. The individuals are wearing casual clothing suitable for water activities, including hats, sunglasses, and life vests. They are using paddles to navigate the river, which appears to be flowing swiftly. The background features lush greenery along the riverbank.",a couple of people on a boat on a river | A group of three riding on a raft while white water rafting.  | Three people on a raft going over a small waterfall. | A group of people on a boat in the water. | These three people are traveling down the river in a raft. 
000000199771,Qwen2.5-VL-3B,A group of people in a kitchen preparing food.,"The image depicts a group of people in a kitchen setting. They are wearing black uniforms with name tags and chef hats. One person is cutting vegetables on a cutting board, while another person is holding a blue pitcher. There is a sink with a bowl in it, and various kitchen utensils and appliances are visible in the background. The scene appears to be part of a cooking demonstration or training session.",A group of people in chef outfits at a kitchen counter. | A group of people in chefs uniforms standing around a counter. | A woman teaches a class of aspiring chefs.  | People in a kitchen with cooking attire on | A group of people dressed in black preparing food.
000000469721,Qwen2.5-VL-3B,A fire hydrant is behind a wooden fence in a grassy area with trees in the background.,"The image is in black and white. It features a fire hydrant positioned on the left side of the frame. The hydrant is situated behind a wooden fence that spans horizontally across the image. Beyond the fence, there is tall grass and a tree with no leaves. The background includes more trees and a fence, creating a natural setting.",A fire hydrant in the grass behind a fence. | Black and white photograph of a fence next to a fire hydrant. | View of a tall fire hydrant behind the fence | A fire hydrant in grass is near a fence post. | A fire hydrant sitting next to a fence in a field.
000000371822,Qwen2.5-VL-3B,A stack of pizza boxes with one open showing a pizza inside.,"The image shows several boxes of pizza stacked on top of each other. The pizzas appear to be in various stages of preparation, with some having visible toppings and others still in the process of being assembled. The boxes have red and white labels, indicating they might be from a specific brand or restaurant. In the background, there is a table with a water cooler and some bottles, suggesting a casual dining or event setting.",A table full of pizzas delivered by Dominoes. | A single open box of Domino's pizzas amongst a bunch of closed boxes. | Stacks of unopened pizza boxes and an open box of pizza | a table full of stacked up pizza boxes | Stacks of Dominos Pizza boxes with a pizza
000000432125,Qwen2.5-VL-3B,"A table set for two with a cake, wine glasses, and a box ofReasons & Reasons cards.","The image depicts a dining table set for a meal. The table is covered with a green tablecloth and has various items on it, including a small yellow box labeled ""Reasons & Blasés,"" a wooden bowl, a white plate with utensils, and a small stuffed animal. There is also a glass of water and a candle on the table. In the background, there is a bookshelf filled with books and a few decorative items, such as a potted plant and a vase.","A stuffed toy sitting at a dining table with a frosted cake and cups. | Doll sitting in chair at the table in front of two wine glasses | The table  in the apartment is set for two to have cake, and a doll is seated in one chair. | A doll sitting at a table with plates on it | a stuffed doll sits at a set table"
000000135029,Qwen2.5-VL-3B,"A table with a sandwich, coffee, and orange juice on it.","The image shows a table with a white tablecloth. On the table, there is a sandwich on a white plate, a cup of coffee, a glass of orange juice, and two pastries on separate plates. The sandwich appears to be filled with meat and cheese, while the pastries have a dark filling. There is also a pair of sunglasses placed near the sandwich. The setting suggests a casual meal or snack time.","A table with a plates of food and drink arranged on top. | a close up of two plates of food with a drink | Two sets of pastry sitting on white plates next to a coffee cup.  | a glass of orange juice places next to a cup of coffee | Table set for breakfast with a breakfast sandwich, danish, juice and a coffee."
000000248793,Qwen2.5-VL-3B,"A clock tower is framed by two buildings, with birds flying above and in front of it.","The image depicts a historic European cityscape featuring two prominent buildings with ornate architectural details. The building on the left is made of red brick and has a clock tower in the center, which is part of a larger structure that includes an archway. The building on the right is painted beige and has a series of windows with decorative shutters. Birds are flying in the sky above these buildings. The overall atmosphere suggests a cloudy day with overcast skies.","Birds fly overhead in a gloomy sky above buildings, a brick archway and an ornate clock. | People stand on a bridge with a clock tower on it. | A view of birds flying in the air near a clock tower. | a couple of buildings that have a bridge attached | This is a bridge that is connecting two buildings. "
000000132317,Qwen2.5-VL-3B,"A dragonfly is perched on the edge of a computer monitor, which displays the time as 11:26 and shows a search bar with an ""HD"" option. The background features a green lawn and some trees.","A dragonfly is perched on the edge of a computer monitor. The screen displays a time of 11:26 and some text that appears to be a search bar with a magnifying glass icon. In the background, there is a potted plant and a grassy area with trees.",A bug sitting on the side of a laptop computer. | There is a large dragon fly on the corner of the laptop.  | A dragonfly has landed n the edge of a laptop | A blue dragon fly is perched on the corner of a lap top computer on a patio area. | The insect is flying around on the porch.
000000231508,Qwen2.5-VL-3B,A baseball player in a maroon uniform is pitching the ball on a field with spectators watching from the stands.,"A baseball player in a maroon jersey and white pants is pitching on a dirt mound. The player is wearing a white cap and red-striped socks. In the background, there are spectators seated on bleachers, a chain-link fence, and a few parked cars. The scene appears to be at a baseball field with a grassy area and a chain-link fence surrounding it.",A baseball player pitching a baseball on a field. | A baseball pitcher who is in mid pitch. | The pitcher  on the mound has just let go of a baseball directed to the batter.  | A uniformed baseball player being watched by people. | A man in black jersey pitching in baseball game.
000000528951,Qwen2.5-VL-3B,A train is on the tracks next to a parking lot with cars and trucks parked in it.,"The image depicts a train station with a passenger train on the tracks to the left. Several cars are parked in the parking lot in front of the station. The sky is clear with some clouds, and there are buildings and trees in the background. The scene appears to be set during the day under a sunny sky.",an image of an aerial view of cars in a parking lot | A parking lot filled with a few cars next to a train. | a parking lot next to a building with an SUV parked outside of it. | A nearly empty parking lot near a railroad station | cars parked in a parking lot with a sky background
000000507427,Qwen2.5-VL-3B,"A man in a black wetsuit is standing in the water with his surfboard, smiling at the camera. The background features a clear blue sky and a rocky shoreline.","A man in a black wetsuit is standing in shallow water near the shore, holding a surfboard. The background features a clear blue sky with some clouds and a distant shoreline with greenery and hills.",a man sitting on a surf board in the water | A smiling man in the water with a surf board. | A man in black wetsuit sitting on surfboard that is submerged. | Guy gives a thumbs up while sitting on his surfboard | A man giving a thumbs up while holding his surfboard
000000246782,Qwen2.5-VL-3B,A group of people playing soccer on the beach.,"The image shows a group of people playing soccer on a sandy beach. The players are wearing white and black shorts, with one player in the foreground wearing red shorts. A soccer ball is visible on the sand, and the background features a body of water with boats and people in the distance. The scene appears to be set during the day, with natural lighting.",Multiple people playing with a soccer ball on the beach. | People are playing volleyball on the beach beside the ocean. | A group of boys playing soccer on the beach. | A group of people are playing soccer on a beach. | the men play soccer on the beach with no shoes
000000550995,Qwen2.5-VL-3B,"Two men are playing a video game, one dressed in a red velvet outfit and the other in casual clothing. They are holding white gaming controllers.","Two men are playing a video game using Nintendo Wii remotes. The man on the left is wearing a red velvet outfit with a white hat, while the man on the right is dressed in a blue jacket with a beige inner lining. They are both holding Wii remotes and appear to be engaged in the game.",a man in a santa suit holding onto a wii mote next to another man holding a wiimote as well | two men holding game controllers in front of a laptop screen. | Two people play with wii remotes in front of a computer. | A man in a Christmas outfit is playing a video game. | A man dressed up like Santa Clause holding a Nintendo Wii controller.
000000402926,Qwen2.5-VL-3B,"A giraffe is running across a dry, open field with a body of water in the background.","A giraffe is running across a dry, open landscape with a body of water in the background. The ground is mostly barren with some patches of grass and small rocks. The sky is clear and blue.",A giraffe running across a large dirt field. | THERE IS A GIRAFEE THAT IS RUNNING IN THE OPEN FIELD  | Giraffe running across land that is mostly dirt and kicking up dust. | A giraffe running in an open barren desert. | A giraffe running in the middle of a field. 
000000549932,Qwen2.5-VL-3B,"A group of people with luggage, including backpacks and suitcases, are standing near an airport terminal.","The image depicts a group of people standing near an airport baggage claim area. There is a woman in the foreground with a large backpack and a suitcase, another woman wearing a green scarf and white pants, a child sitting on a bench, and a person in a striped shirt. The background shows a sign that reads ""Please leave keys in car upon return.""",some people standing in front of a building with some suitcases  | A group of women who are standing by their luggage. | Several people with luggage stand around a small kiosk. | a group of people standing near many luggage bags  | A group of people standing with their luggage by the curb.
000000375409,Qwen2.5-VL-3B,"An Amtrak train is parked at a station with a blue and white color scheme, featuring the Amtrak logo prominently on its side. The train is situated in front of a tall building complex, and there's a sign indicating the destination as ""Emeryville"" and ""San Francisco."" The platform has a yellow safety line, and the scene appears to be set during the day under clear skies.","The image shows an Amtrak train at a station platform. The train is blue and silver with the Amtrak logo prominently displayed on its side. The platform has a yellow safety line along the edge. In the background, there are tall buildings, including a high-rise building and a multi-story building with a green roof. The sky is clear and blue.",A silver and blue Amtrak train sitting below tall buildings. | An Amtrak train engine at the station on a sunny day | An Amtrak train rolling down the tracks of a city. | Train at a train station on a clear day in a city. | A silver blue train parked in a train station.
000000340637,Qwen2.5-VL-3B,A pink knitted hat with a pom-pom sits atop a cellular phone on a woven surface.,"The image shows a pink knitted hat with a pom-pom on top placed next to a black flip phone. The phone has the brand name ""PHILIPS"" visible on its screen. Both items are resting on a woven surface, possibly a mat or rug.",a pink hat and a cellphone on some weaved basket | A cell phone next to a knitted cell phone cover. | A small pink beanie hat next to a cell phone. | A pink winter hat sits next to a cellphone. | A cell phone sitting next to a pink ski hat.
000000206147,Qwen2.5-VL-3B,"The image shows a kitchen counter with various ingredients and utensils arranged on it. There is a measuring cup, a bowl of chopped green vegetables, a small bowl of white substance, and a small bowl of yellow liquid. The counter also has a cutting board with some butter slices on it. In the background, there is a white oven and cabinets.","The image shows a kitchen countertop with various ingredients arranged on a wooden cutting board. The items include:

1. A glass measuring cup filled with a liquid.
2. A small bowl containing chopped green vegetables.
3. A small bowl with a white substance, possibly cheese or cream.
4. A small bowl with a yellow liquid, likely oil or butter.
5. A small bowl with a white substance, possibly butter or margarine.

The background features a white stove with four knobs and a set","Various items used for cooking a recipe atop a clean table. | A picture of food ingredients on a table in individual bowls. | A wooden cutting board topped with cooking ingredients. | 

Several ingredients on a carving board in the kitchen. | A cutting board set with prepared ingredients on a kitchen counter."
000000131019,Qwen2.5-VL-3B,"In the image, there is a zebra standing in a grassy field with another zebra and a baboon nearby. The zebra appears to be grazing or looking down at something on the ground. The grassy field has some patches of dirt and the background features trees and more vegetation.","In the image, there is a zebra standing in a grassy field with its back to the camera. The zebra has black and white stripes. In front of the zebra, there is a baboon with brown fur, walking on all fours. The baboon appears to be carrying something in its mouth. The background features more zebras grazing in the distance, and the landscape includes tall grasses and some trees.",Two zebras and two monkeys walking on the grass.  | Two giraffes and another animal are on green grass. | A baboon and two zebras grazing on the savannah. | A baboon and its baby eat by two zebras in the grass | Monkey standing behind two zebras as they graze.
000000479727,Qwen2.5-VL-3B,"A colorful street sign is attached to a pole on the side of a road, with a fire hydrant nearby and a building in the background.","The image depicts an urban street scene with several notable elements:

1. **Street Sign**: There is a colorful, abstract street sign mounted on a pole. The sign features various shapes and colors, including orange, yellow, and blue.

2. **Traffic Light**: A traffic light is visible in the background, indicating that the intersection has traffic signals.

3. **Street Name Sign**: A green street name sign is attached to a pole, displaying ""ELMGROVE AVE.""

4. **",A semi busy street in a delightful neighborhood | A fire hydrant next to a street sign with a cactus on it. | A street sign near a fire hydrant on a sidewalk. | A piece of artwork is bolted below a traffic sign. | A street sign with graffiti on it next to a building.
000000464522,Qwen2.5-VL-3B,A dog with a collar is standing in the grass.,"The image shows a dog with a white coat and brown patches, standing on grass. The dog is wearing a collar with a tag. In the background, there is a blurred figure of a person holding a stick. The setting appears to be outdoors during the day.",A brown and white dog standing next to another dog. | A dog with a collar standing on the grass | a little dog looking at another dog in the yard  | A small dog looking at a larger dog. | A small dog with a chain collar looking at another dog.
000000085562,Qwen2.5-VL-3B,A black city bus is parked on the side of the road.,"A black city bus is parked on the side of a road. The bus has a destination sign displaying ""100"" and ""101."" There is a pole with a street sign in front of the bus. The background includes a sidewalk, some trees, and a building.",A blurry image of a dark colored bus at a bus stop. | a black bus pulled over on the side of the road | Black city bus pulling up to a street sign.  | Black bus parked on the side of the curb. | A bus pulls into a bus stop on the street.
